,firm_length,first_year,mean_assignees_all,mean_inventors_all,has_emps,has_url,has_web_content,log_num_patents_all,log_max_emps,num_industries
87,6.0,2011,1.0,3.6666666666666696,1,1,1,2.772588722239781,10.987003123724813,1
88,6.0,1991,2.0,11.0,1,1,1,0.6931471805599453,10.985021499669486,2
89,9.0,1992,1.0,2.42767295597484,1,1,0,5.075173815233827,10.948857279808518,1
90,19.0,2008,1.07083333333333,3.54861111111111,1,1,1,6.580639137284949,10.915033917272405,3
91,20.0,1976,1.20709491850431,3.2018216682646203,1,1,1,7.643482907077201,10.85757490710485,1
92,9.0,2004,1.0653357531760401,4.386569872958259,1,1,1,6.313548046277095,10.849861221114018,2
93,21.0,2005,1.1044776119403,3.26865671641791,1,1,1,5.308267697401205,10.846887486888901,1
94,23.0,1976,1.01097909460069,2.8557677846292697,1,1,1,8.8023721336499,10.839188677930107,1
95,19.0,1976,1.00243259679708,2.13686131386861,1,1,1,8.503905297089302,10.819798284210286,2
96,6.0,1987,1.0033921302578002,3.43856076035302,1,1,1,7.29641326877392,10.78727575364831,1
97,13.0,1986,1.0129533678756502,2.89119170984456,1,1,0,5.958424693029782,10.78727575364831,2
98,19.0,1976,1.00284967941107,2.43776722090261,1,1,1,8.345692873253865,10.762170357789895,2
99,20.0,1997,2.00408719346049,3.9100817438692097,1,1,1,6.5998704992128365,10.757924157061597,1
100,6.0,1988,1.38249754178958,3.49188391539597,1,1,1,7.618251097876695,10.757924157061597,1
101,42.0,1988,1.00878517501716,3.5019903912148305,1,1,1,9.586788531013854,10.757243088609178,3
102,3.0,1976,1.034375,2.2987421383647795,1,1,1,5.771441123130016,10.757243088609178,1
103,11.0,1976,1.06844380403458,2.5817723342939503,1,1,0,7.9291264873067995,10.740756721857226,2
104,23.0,2002,1.10343434343434,4.05212121212121,1,1,0,7.814399633804487,10.740756721857226,3
105,26.0,2009,1.03076923076923,4.492307692307691,1,1,0,4.189654742026425,10.740756721857226,1
106,23.0,2016,2.0,4.0,1,1,0,0.6931471805599453,10.740756721857226,1
107,21.0,1976,1.0453409496608401,2.57321428571429,1,1,0,7.938088726896952,10.740756721857226,2
108,16.0,1976,1.0798593671521801,3.5057759919638403,1,1,1,7.596894438144544,10.731231183345313,2
109,29.0,2001,1.02347417840376,2.72769953051643,1,1,1,5.365976015021851,10.714439990727769,1
110,22.0,2016,2.0,2.0,1,0,0,0.6931471805599453,10.707102186122045,1
111,14.0,1983,1.00984998351467,3.11024563138806,1,1,1,10.096790261839317,10.702907332678867,2
112,50.0,2010,1.0,3.0,1,1,0,1.0986122886681098,10.691967639914864,1
113,15.0,2001,1.02681231380338,2.69284294234592,1,1,0,6.915723448631314,10.691967639914864,1
114,3.0,1977,1.1514392991239,3.0137672090112595,1,1,1,6.684611727667927,10.681205634546343,1
115,5.0,1984,1.1875,2.40625,1,1,1,3.4965075614664802,10.661555993479634,2
116,3.0,1989,1.0,1.0,1,1,1,1.791759469228055,10.645448706505872,1
117,18.0,1984,1.00240276317765,2.96801321519748,1,1,1,8.803874763534434,10.62135173563291,1
118,8.0,1999,1.01394013940139,2.4510045100451,1,1,1,7.799753318287247,10.61521111866901,1
119,8.0,1986,1.0,1.29411764705882,1,1,1,2.8903717578961645,10.599156550639583,1
120,24.0,2000,1.0393141669553199,2.5334257014201604,1,1,1,9.354354132115088,10.599106675327851,2
121,35.0,2015,1.0,2.1812080536912797,1,1,1,5.0106352940962555,10.599106675327851,1
122,17.0,1976,1.0615608337372802,2.43141056713524,1,1,1,7.6324011266014535,10.592124577618188,3
123,18.0,1987,1.0409482758620698,3.1573275862069,1,1,1,6.142037405587356,10.590390276998745,2
124,17.0,1984,1.0302013422818799,3.56375838926175,1,1,0,6.796823718274855,10.590390276998745,2
125,15.0,2002,1.01083032490975,2.23465703971119,1,1,0,5.627621113690637,10.590390276998745,1
126,24.0,2006,1.01052631578947,2.93684210526316,1,1,1,4.564348191467836,10.590390276998745,1
127,16.0,1998,1.00160539412426,2.92550971263445,1,1,1,9.430198532298864,10.576457535657255,1
128,30.0,2016,1.0,3.0,1,1,1,1.0986122886681098,10.563620718477313,1
129,4.0,1977,1.04802899864069,2.11740707162285,1,1,1,7.699842407396986,10.524332821340668,1
130,26.0,1976,1.0725614591594,1.92149088025377,1,1,1,7.833203948641057,10.50919599207217,2
131,5.0,1977,1.0470879801734798,2.9677819083023502,1,1,1,7.792348924113037,10.505587952077706,3
132,30.0,1986,1.07407407407407,3.48677248677249,1,1,1,5.247024072160486,10.498856510177369,1
133,20.0,1976,1.03105232892467,4.96375143843498,1,1,1,7.461640392208575,10.498580792620686,1
134,10.0,1976,1.12366034624897,3.48639736191261,1,1,1,7.101675971619444,10.491829618729946,0
135,4.0,1976,1.12972755732295,2.3655363526748903,1,1,1,10.76377919829018,10.476386160499898,3
136,20.0,2009,1.02341920374707,2.27400468384075,1,1,1,6.059123195581797,10.475116605660943,1
137,17.0,1989,1.0087463556851302,2.7303206997084506,1,1,1,7.224753405767971,10.448743588106625,2
138,15.0,2002,1.0,2.70967741935484,1,1,1,3.4657359027997265,10.441471040344437,1
139,17.0,1984,1.0010857763300798,1.9405235854747298,1,1,1,10.121337115389228,10.43708198835482,1
140,8.0,1982,1.0013933786645899,3.0389588674618198,1,1,1,9.794955345712667,10.428245666832275,1
141,26.0,2007,1.0,2.5983050847457596,1,1,0,6.3818160174060985,10.428245666832275,1
142,3.0,1976,1.03789205540519,3.18786817385767,1,1,1,8.745443680098592,10.42111995751504,2
143,20.0,1989,1.45871559633028,2.90825688073395,1,1,1,5.793013608384144,10.401258331428318,1
144,22.0,2014,1.00331125827815,3.01324503311258,1,1,1,6.405228458030842,10.394487948750555,1
145,30.0,1976,1.06315789473684,2.64736842105263,1,1,1,5.25227342804663,10.367253014814716,3
146,16.0,1999,1.00243902439024,2.49451219512195,1,1,1,7.403061091090091,10.348205424565993,2
147,7.0,1977,1.06752479426039,2.2002532179784797,1,1,1,8.463792414689122,10.33211564867072,1
148,34.0,1982,1.4589322381930199,2.16786447638604,1,1,0,7.575071699507561,10.329637251837125,1
149,23.0,2004,1.01499277456647,2.71893063583815,1,1,1,8.619208116822968,10.31231367277647,2
150,7.0,2016,1.0,2.64108910891089,1,1,0,6.003887067106539,10.31231367277647,1
151,14.0,1991,1.01518784972022,2.6290967226218998,1,1,1,7.132497551660044,10.308985993422082,1
152,24.0,2002,1.0033500837520901,2.81518704634283,1,1,1,8.183955717304954,10.301793763445813,2
153,34.0,1977,1.04934210526316,2.09868421052632,1,1,0,5.720311776607412,10.299407247800762,1
154,17.0,1976,1.00832713062895,2.2170838373499597,1,1,0,9.975668669496136,10.299407247800762,1
155,28.0,1976,1.03795466526094,4.1014760147601494,1,1,1,8.24143968982973,10.295124152707759,1
156,23.0,1987,1.51162060301508,2.1608040201005,1,1,1,8.066207568006265,10.294684688846587,1
157,6.0,1981,1.14620938628159,7.50361010830325,1,1,1,6.318968113746434,10.275085591132715,1
158,5.0,2002,1.00896860986547,2.9372197309417003,1,1,1,5.4116460518550396,10.275085591132715,1
159,26.0,2001,1.03378378378378,2.4990347490347498,1,1,1,6.9440872082295275,10.233186904869912,1
160,4.0,1976,1.00423472474289,1.7664851784634,1,1,1,7.4109518755836366,10.221977646629885,2
161,14.0,1977,1.08323632130384,2.77590221187427,1,1,1,9.394909401310617,10.221977646629885,2
162,13.0,2006,1.5833333333333302,7.388888888888889,1,1,0,4.290459441148391,10.21053097846653,1
163,5.0,1985,1.0821917808219201,5.25463336019339,1,1,0,7.124478262493424,10.21053097846653,1
164,39.0,2006,1.2,2.15555555555556,1,1,0,4.912654885736052,10.204369620451853,1
165,15.0,1978,1.0202020202020199,1.9023569023569,1,1,1,7.773594467360194,10.204369620451853,1
166,16.0,1976,1.06825119930222,2.05102485826428,1,1,1,8.430981494597171,10.198579603162921,2
167,17.0,1976,1.01524777636595,2.00635324015248,1,1,1,6.669498089857879,10.188666494769791,1
168,21.0,1992,1.02097902097902,2.45454545454545,1,1,0,4.969813299576001,10.183465020602357,1
169,18.0,1992,1.01260835303388,2.6587864460204904,1,1,1,7.146772179452637,10.183465020602357,1
170,34.0,2009,1.0,2.90277777777778,1,1,1,4.976733742420574,10.172827430740044,1
171,14.0,2001,1.2289156626506001,3.9397590361445802,1,1,1,4.430816798843313,10.152610692809285,1
172,16.0,1989,1.06022727272727,2.83068181818182,1,1,1,6.78105762593618,10.130662964963708,2
173,16.0,2016,1.0,2.5,1,1,1,1.0986122886681098,10.127350844774687,1
174,6.0,1976,1.01283880171184,2.8716119828816002,1,1,1,6.553933404025811,10.12667110305036,1
175,20.0,2008,1.26666666666667,2.2,1,1,1,3.4339872044851463,10.12667110305036,1
176,8.0,1989,1.00377216144851,2.1342889475669597,1,1,1,7.883069351305753,10.123586473664112,1
177,25.0,1976,1.00705882352941,2.52294117647059,1,1,1,8.131824785007195,10.104998803723223,1
178,6.0,1976,1.01802240623478,1.8638246041412903,1,1,1,8.320448113956559,10.094934017107084,1
179,17.0,1999,1.0,1.40952380952381,1,1,1,4.663439094112067,10.090879566143188,1
180,5.0,1982,1.0246963022293398,1.8974769723668399,1,1,1,8.921591063563978,10.087807111992756,2
181,29.0,2013,1.00867052023121,2.66184971098266,1,0,0,5.849324779946859,10.08601742096504,1
182,8.0,2000,1.01800327332242,2.6972176759410798,1,1,1,6.416732282512326,10.069467984116963,1
183,19.0,1998,1.25,2.25,1,1,1,2.833213344056216,10.066753702794923,1
184,26.0,2000,1.07379134860051,1.87277353689567,1,1,1,5.976350909297934,10.066753702794923,1
185,21.0,1997,1.13569089718402,2.4382449246889304,1,1,0,8.940629184845639,10.066753702794923,3
186,14.0,1981,1.0,2.36181818181818,1,1,1,6.311734809152915,10.032100620004105,1
187,10.0,1992,1.9504702194357402,2.5705329153605,1,1,1,7.3752557780097545,10.014447362844386,1
188,32.0,2000,1.00291545189504,2.55685131195335,1,1,1,5.840641657373398,10.004508666594857,1
189,32.0,2001,1.0040253018976402,3.46290971822887,1,1,1,7.461640392208575,9.99884318585288,1
190,19.0,2001,1.14617057260208,2.40879439478135,1,1,1,8.32845106681936,9.994287576862567,1
191,14.0,2009,1.01234567901235,2.6512345679012297,1,1,1,5.783825182329737,9.988150340414837,1
192,6.0,1991,1.00462606013878,2.8897455666923704,1,1,1,7.168579897264035,9.985113621416073,1
193,9.0,1982,1.0906135717188101,4.46647704185291,1,1,1,7.808729306744399,9.980911449500931,1
194,6.0,1976,1.00690448791715,2.54602991944764,1,1,1,7.461065514354283,9.979846560634877,1
195,13.0,1991,1.00031094527363,2.13650497512438,1,1,1,8.076204527239026,9.954513311139172,1
196,3.0,1977,1.10902896081772,3.0153321976149905,1,1,1,6.376726947898627,9.934453131793008,1
197,19.0,2010,1.04401676829268,2.40415396341463,1,1,1,8.5657928612523,9.92358425423525,1
198,58.0,2001,1.01147396293027,2.261253309797,1,1,1,7.033506484287697,9.918425424900335,1
199,5.0,1996,1.0,2.3846153846153797,1,1,1,3.295836866004329,9.90353755128617,1
200,15.0,1976,1.01142355008787,2.1608084358523705,1,1,0,7.037905963447182,9.89565697342094,1
201,14.0,2001,1.10165975103734,2.93078083741984,1,1,1,8.57602797713713,9.894900791598806,2
202,6.0,1994,1.0362318840579698,2.9818840579710097,1,1,1,5.6240175061873385,9.872564319882619,2
203,12.0,1976,1.0050761421319798,2.80456852791878,1,1,1,5.978885764901122,9.870499376709148,3
204,17.0,2008,1.1173184357541899,3.1005586592178798,1,1,1,5.883322388488279,9.85854248649296,1
205,29.0,2013,1.01298701298701,3.3766233766233795,1,1,1,4.356708826689592,9.85854248649296,1
206,19.0,1991,1.0174672489083,2.7147677649861097,1,1,1,8.524962928680598,9.852246888342531,2
207,35.0,1999,1.0,3.1385767790262205,1,1,1,6.282266746896006,9.852246888342531,1
208,7.0,2000,1.69957081545064,3.51931330472103,1,1,1,5.455321115357702,9.84086719055446,2
209,14.0,1998,1.0,2.23076923076923,1,1,1,3.970291913552122,9.84086719055446,2
210,17.0,1976,1.0089628681178,3.80281690140845,1,1,0,8.963288275610298,9.820160289946374,2
211,24.0,2004,1.07171314741036,2.9561752988047796,1,1,0,5.529429087511423,9.820160289946374,1
212,19.0,2002,1.05177304964539,4.04964539007092,1,1,1,7.944846711001996,9.811043262144848,1
213,7.0,2007,1.0,2.57142857142857,1,1,1,2.0794415416798357,9.791941277791215,1
214,15.0,2011,1.064,5.504,1,1,1,4.836281906951478,9.7902628618215,1
215,24.0,2015,1.0,1.0,1,0,0,1.3862943611198906,9.789422596248155,1
216,37.0,2005,1.03412462908012,4.28486646884273,1,1,1,6.51471269087253,9.78650419705031,2
217,6.0,1976,1.00632149307646,2.20048163756773,1,1,1,8.108623268354595,9.770013301136158,2
218,17.0,1977,1.02053388090349,2.67145790554415,1,1,1,7.575071699507561,9.752141270041493,2
219,7.0,1988,2.0,4.26666666666667,1,1,1,5.017279836814924,9.741027444837728,1
220,19.0,1979,1.15405777166437,2.62585969738652,1,1,1,6.590301048196686,9.741027444837728,2
221,13.0,1976,1.0,1.60240963855422,1,1,1,4.430816798843313,9.716133353214099,1
222,6.0,1976,1.3732394366197198,4.69718309859155,1,1,1,4.962844630259907,9.714866193593645,1
223,19.0,1976,1.11581067472306,2.48237663645519,1,1,1,6.901737206656574,9.70167731915831,2
224,14.0,1976,1.1486486486486498,2.9262899262899302,1,1,1,7.395721608602045,9.695725103260221,2
225,13.0,2012,1.0,1.0,1,1,1,1.3862943611198906,9.680406499268875,1
226,27.0,1976,1.21176470588235,2.7645519947678197,1,1,1,7.333676395657684,9.679531170964893,2
227,28.0,1990,1.01668169522092,2.84828674481515,1,1,1,8.39773375137891,9.658673380311523,1
228,6.0,1976,1.01215805471125,2.24924012158055,1,1,1,5.799092654460526,9.65509029374725,1
229,22.0,2004,1.0,1.875,1,1,1,3.4965075614664802,9.637436500210642,1
230,17.0,1976,1.03476581361661,2.8932882665379,1,1,1,7.6362696033793735,9.637110246578176,1
231,14.0,1976,1.01637666325486,2.10167178437393,1,1,1,7.983440063006542,9.635673464721814,1
232,26.0,1976,1.01640991292699,2.83517587939699,1,1,1,8.00202481821611,9.630759771866158,1
233,14.0,2008,1.0,3.5416666666666696,1,1,1,3.2188758248682006,9.62832676063802,1
234,7.0,2000,1.0,2.22875816993464,1,1,1,5.0369526024136295,9.620859354387026,1
235,14.0,1989,1.03134182174339,3.2575905974534796,1,1,1,6.92951677076365,9.61587214452889,0
236,11.0,1988,1.01286173633441,2.8553054662379402,1,1,0,5.7430031878094825,9.611864390851085,1
237,17.0,2005,1.0,3.01190476190476,1,1,0,5.1298987149230735,9.611864390851085,1
238,15.0,2015,1.0,1.0,1,1,0,1.0986122886681098,9.611864390851085,1
239,23.0,2003,1.7213930348258701,5.353233830845769,1,1,1,5.308267697401205,9.596010852756168,1
240,8.0,1982,1.00009055510278,2.4764103957257997,1,1,1,9.309642573050045,9.581972891547895,2
241,19.0,2012,1.0,3.6666666666666696,1,1,1,1.3862943611198906,9.575955235484386,1
242,20.0,1989,1.0136778115501501,2.38905775075988,1,1,1,6.490723534502507,9.563458999712138,1
243,11.0,2008,1.0,2.70518867924528,1,1,1,6.052089168924417,9.550875771331766,1
244,24.0,1992,1.0041716328963102,3.32061978545888,1,1,1,7.425953657077541,9.546884034617925,3
245,7.0,1998,1.00529100529101,2.4973544973545,1,1,1,5.247024072160486,9.546884034617925,1
246,19.0,1986,1.03703703703704,1.8148148148148102,1,1,0,3.332204510175204,9.546884034617925,1
247,12.0,1982,1.02710665880966,4.14790807307012,1,1,0,7.437206366871292,9.545955098183267,3
248,24.0,1979,1.10585404971933,6.48997594226143,1,1,1,7.129297548929373,9.545955098183267,1
249,20.0,1990,1.01801591015442,2.18507253158634,1,1,1,8.360539381370861,9.510519035757246,1
250,21.0,1976,1.00154104791258,2.38152178990144,1,1,1,9.971846890049472,9.48044384215367,2
251,8.0,2008,1.02539922041997,2.95680875141456,1,1,1,9.674514542898361,9.479221814964246,1
252,7.0,1986,1.0,2.44402132520944,1,1,1,7.1808311990445555,9.472781556562168,1
253,33.0,2014,1.2653061224489799,3.16326530612245,1,1,1,3.912023005428146,9.434763104788773,2
254,19.0,1981,1.0365853658536601,2.5853658536585398,1,1,1,5.5093883366279774,9.419628376999952,2
255,17.0,1976,1.04322250639386,1.8058823529411798,1,1,1,8.271548374755515,9.41727323724241,1
256,15.0,2009,1.08821932681868,3.43702497285559,1,1,1,8.212025804623437,9.402447229504935,3
257,5.0,1980,1.2866323907455,3.2005141388174803,1,1,1,6.658011045870748,9.393411647660683,2
258,31.0,1986,1.04,2.64,1,1,1,3.9318256327243257,9.392745258631441,0
259,22.0,1988,1.1402145188869899,2.8117519042437404,1,1,1,8.769351707798972,9.388235479817224,2
260,7.0,2004,1.0,1.6305647840531599,1,1,1,7.317212408359839,9.381853730053534,1
261,6.0,2008,1.0,2.77829560585886,1,1,1,7.315218389752975,9.377294451639015,2
262,8.0,2010,1.05882352941176,3.23529411764706,1,1,1,2.8903717578961645,9.37203396097417,1
263,15.0,1976,1.00819672131148,2.70286885245902,1,1,1,6.192362489474872,9.363747918605496,1
264,6.0,1997,1.00378907483423,2.7151878749605296,1,1,1,8.060855752934316,9.352620879232953,1
265,30.0,1978,1.04232558139535,2.23116279069767,1,1,1,7.67368812926773,9.35218709620442,1
266,13.0,1976,1.0057971014492801,2.25918762088975,1,1,1,6.943122422819428,9.350189267092581,1
267,18.0,1980,1.03571428571429,2.46428571428571,1,1,1,3.367295829986474,9.350189267092581,1
268,30.0,2009,1.35,2.9,1,1,1,3.713572066704308,9.350189267092581,1
269,22.0,2003,1.0475382003395601,3.3769100169779303,1,1,1,6.380122536899765,9.34145634983372,1
270,15.0,1992,1.0728346456692899,5.596456692913389,1,1,1,6.2324480165505225,9.331672657143708,1
271,8.0,1981,1.11780821917808,2.12657534246575,1,1,1,7.509883061154913,9.321523900936798,2
272,25.0,2003,1.05956375838926,3.72231543624161,1,1,1,7.776954403322442,9.296426320889312,1
273,14.0,1976,1.21355397951143,3.86130811662727,1,1,1,7.146772179452637,9.287301413112312,2
274,5.0,1976,1.16100775193798,2.66821705426357,1,1,1,9.465060106725137,9.280705634636746,3
275,10.0,2013,1.0,1.875,1,1,1,2.1972245773362196,9.278092474027002,1
276,11.0,2010,1.00445235975067,2.6286731967942996,1,0,0,8.122668023346407,9.276876895776427,1
277,7.0,1976,1.04332874828061,3.35694635488308,1,1,1,7.282761179605593,9.254739959272866,2
278,8.0,1976,1.1016691957511398,6.7738998482549295,1,1,1,6.492239835020471,9.253304071408298,1
279,6.0,1978,1.10590277777778,3.22482638888889,1,1,1,7.050122520269059,9.23356849809539,3
280,6.0,2004,1.0,3.19047619047619,1,1,1,3.091042453358316,9.226115291091546,1
281,18.0,2009,1.02398854278554,3.6441102756892203,1,1,1,9.033603193476129,9.210440366976517,2
282,17.0,1976,1.00228832951945,2.50572082379863,1,1,1,6.774223886357614,9.205026277152413,1
283,16.0,1986,1.0,3.89811320754717,1,1,0,6.966967138613983,9.205026277152413,1
284,14.0,1976,1.02362204724409,3.6692913385826804,1,1,1,4.852030263919617,9.186559843310778,1
