firm_name,url,is_about,default_to_home
AMPT,http://www.ampt.com/,0.0,0
AMPT,http://www.ampt.com/partners/hdpv-alliance/,0.0,0
AMPT,http://www.ampt.com/partners/partner-solutions/,0.0,0
AMPT,http://www.ampt.com/company/,1.0,0
AMPT,http://www.ampt.com/partners/,0.0,0
AMPT,http://www.ampt.com/partners/inverter-partners/,0.0,0
APPLIED STEMCELL,https://www.appliedstemcell.com/about-us/partners,0.0,0
APPLIED STEMCELL,https://www.appliedstemcell.com/about-us,1.0,0
APPLIED STEMCELL,https://www.appliedstemcell.com/about-us/executive-team,0.0,0
APPLIED STEMCELL,https://www.appliedstemcell.com/about-us/careers,0.0,0
APPLIED STEMCELL,https://www.appliedstemcell.com/about-us/facility,0.0,0
APPLIED STEMCELL,https://www.appliedstemcell.com/,0.0,0
ARBOR THERAPEUTICS,http://arborpharma.com/,0.0,0
ARBOR THERAPEUTICS,http://arborpharma.com/team/,0.0,0
ARBOR THERAPEUTICS,http://arborpharma.com/about-us/,1.0,0
AROG PHARMACEUTICALS,https://www.arogpharmaceuticals.com/,1.0,0
ASCENT SOLAR TECHNOLOGIES,http://ascentsolar.com/,0.0,0
ASCENT SOLAR TECHNOLOGIES,http://ascentsolar.com/ir-asti-news-page.html,0.0,0
ASCENT SOLAR TECHNOLOGIES,http://ascentsolar.com/about.html,1.0,0
ASCENT SOLAR TECHNOLOGIES,http://ascentsolar.com/ir-company-overview.html,1.0,0
ASCENT SOLAR TECHNOLOGIES,http://ascentsolar.com/ir-corporate-governance.html,0.0,0
ASM America,http://www.asm.com/about/corporate-responsibility,0.0,0
ASM America,http://www.asm.com/investors/corporate-governance,0.0,0
ASM America,http://www.asm.com/about/strategy-and-focus-areas,0.0,0
ASM America,http://www.asm.com/about/supplier-management,0.0,0
ASM America,http://www.asm.com/about/corporate-calendar,0.0,0
ASM America,http://www.asm.com/about/history,1.0,0
ASM America,http://www.asm.com/about/company-profile,1.0,0
ASM America,http://www.asm.com/about/research-and-our-partners,1.0,0
ASM America,http://www.asm.com/about/our-story,1.0,0
ASM America,http://www.asm.com/investors/corporate-governance/agm,0.0,0
ASM America,http://www.asm.com/about/layering-the-future,0.0,0
ASM America,http://www.asm.com/about/organization/management-board,0.0,0
ASM America,http://www.asm.com/about/corporate-responsibility/ethics,0.0,0
ASM America,http://www.asm.com/investors/corporate-reports,0.0,0
ASM America,http://www.asm.com/about/corporate-responsibility/labor,0.0,0
ASM America,http://www.asm.com/about/our-founder,0.0,0
ASM America,http://www.asm.com/about/contact-us,0.0,0
ASM America,http://www.asm.com/investors/corporate-governance/articles-of-association,0.0,0
ASM America,http://www.asm.com/investors/corporate-reports/corporate-responsibility-reports,0.0,0
ASM America,http://www.asm.com/about/strategy-and-focus-areas/breakthrough-technology,0.0,0
ASM America,http://www.asm.com/investors/corporate-reports/annual-reports-(us-gaap)-forms-20-f,0.0,0
ASM America,http://www.asm.com/about/strategy-and-focus-areas/mission-and-strategy,1.0,0
ASM America,http://www.asm.com/,0.0,0
ASM America,http://www.asm.com/investors/corporate-governance/policies,0.0,0
ASM America,http://www.asm.com/investors/corporate-governance/supervisory-board,0.0,0
ASM America,http://www.asm.com/about/corporate-responsibility/executive-commitment-statement,0.0,0
ASM America,http://www.asm.com/investors/corporate-governance/management-board,0.0,0
ASM America,http://www.asm.com/investors/corporate-reports/quarterly-reports,0.0,0
ASM America,http://www.asm.com/about/corporate-responsibility/health-and-safety,0.0,0
ASM America,http://www.asm.com/investors/corporate-reports/statutory-annual-reports-interim-reports-(ifrs),0.0,0
ASM America,http://www.asm.com/about,1.0,0
ASM America,http://www.asm.com/about/corporate-responsibility/environmental,0.0,0
ASM America,http://www.asm.com/about/strategy-and-focus-areas/focus-areas,0.0,0
ASM America,http://www.asm.com/about/organization/supervisory-board,0.0,0
ASM America,http://www.asm.com/technology/key-technologies/all-about-ald,0.0,0
ASM America,http://www.asm.com/about/corporate-responsibility/supply-chain,0.0,0
ASM America,http://www.asm.com/about/organization,0.0,0
ASM America,http://www.asm.com/about/locations,0.0,0
ASTUTE MEDICAL,http://www.astutemedical.com/about/intellectual-property/,0.0,0
ASTUTE MEDICAL,http://www.astutemedical.com/,1.0,1
AT&T,https://www.att.com/offers/smart-technology.html,0.0,0
AT&T,https://www.att.com/,0.0,0
AT&T,https://www.att.com/wireless/,0.0,0
AT&T,https://www.att.com/home-phone/,0.0,0
AT&T,https://www.att.com/bundles/,0.0,0
AT&T,https://www.att.com/tv/,0.0,0
AT&T,https://www.att.com/internet/,0.0,0
ATC Technologies,http://atctechnologiesinc.com/AboutUs_LatestNews.html,0.0,0
ATC Technologies,http://atctechnologiesinc.com/AboutUs.html,1.0,0
ATC Technologies,http://atctechnologiesinc.com/,0.0,0
ATOMERA,http://atomera.com/overview/,1.0,0
ATOMERA,http://atomera.com/management/,0.0,0
ATOMERA,http://atomera.com/,0.0,0
ATTOSTAT,http://www.attostat.com/about-us/,1.0,0
ATTOSTAT,http://www.attostat.com/,0.0,0
ATTOSTAT,http://www.attostat.com/partnership/,0.0,0
ATTOSTAT,http://www.attostat.com/about-us,1.0,0
ATTOSTAT,http://www.attostat.com/the-team/,0.0,0
AbbVie,https://www.abbvie.com/our-company.html,1.0,0
AbbVie,https://www.abbvie.com/partnerships/our-approach.html,0.0,0
AbbVie,https://www.abbvie.com/our-company/leadership.html,0.0,0
AbbVie,https://www.abbvie.com/our-company/ethics-compliance/physician-payments.html,1.0,0
AbbVie,https://www.abbvie.com/partnerships/abbvie-ventures/ventures-team.html,0.0,0
AbbVie,https://www.abbvie.com/partnerships/abbvie-ventures/portfolio.html,0.0,0
AbbVie,https://www.abbvie.com/our-company/policies-disclosures.html,1.0,0
AbbVie,https://www.abbvie.com/careers/roles/corporate.html,0.0,0
AbbVie,https://www.abbvie.com/our-company/ethics-compliance/abbvie-code-of-business-conduct.html,0.0,0
AbbVie,https://www.abbvie.com/partnerships/additional-collaboration-opportunities.html,0.0,0
AbbVie,https://www.abbvie.com/our-company/strategy.html,1.0,0
AbbVie,https://www.abbvie.com/partnerships/additional-collaboration-opportunities/open-innovation-program.html,0.0,0
AbbVie,https://www.abbvie.com/our-company/ethics-compliance.html,1.0,0
AbbVie,https://www.abbvie.com/our-company/positions-views.html,1.0,0
AbbVie,https://www.abbvie.com/our-company/policies-disclosures/protecting-data.html,1.0,0
AbbVie,https://www.abbvie.com/landing/careers/oncology-job-search.html,0.0,0
AbbVie,https://www.abbvie.com/partnerships/additional-collaboration-opportunities/investigator-initiated-studies-iis.html,0.0,0
AbbVie,https://www.abbvie.com/partnerships.html,0.0,0
AbbVie,https://www.abbvie.com/responsibility/corporate-responsibility-partners.html,0.0,0
AbbVie,https://www.abbvie.com/responsibility/corporate-responsibility-resources.html,0.0,0
AbbVie,https://www.abbvie.com/our-company/about-abbvie.html,1.0,0
AbbVie,https://www.abbvie.com/,0.0,0
AbbVie,https://www.abbvie.com/our-company/at-a-glance.html,1.0,0
AbbVie,https://www.abbvie.com/partnerships/additional-collaboration-opportunities/contract-manufacturing.html,0.0,0
AbbVie,https://www.abbvie.com/our-company/ethics-compliance/ethics-compliance-program.html,0.0,0
AbbVie,https://www.abbvie.com/responsibility/abbvie-foundation/foundation-partners.html,0.0,0
AbbVie,https://www.abbvie.com/partnerships/abbvie-ventures.html,0.0,0
AbbVie,https://www.abbvie.com/partnerships/areas-of-interest.html,0.0,0
Abbott Cardiovascular Systems,https://www.vascular.abbott/us/homepage.html,1.0,0
Abengoa Bioenergy New Technologies,http://www.abengoa.com/web/en/index3.html,0.0,0
Abengoa Bioenergy New Technologies,http://www.abengoa.com/web/en/gestion_responsable/index.html,0.0,0
Abengoa Bioenergy New Technologies,http://www.abengoa.com/web/en/compania/index.html,1.0,0
Ablexis,http://www.ablexis.com/about/,1.0,0
Ablexis,https://www.ablexis.com/,0.0,0
Access Business Group,https://www.accessbusinessgroup.com/,0.0,0
Access Business Group,https://www.accessbusinessgroup.com/about-abg/,1.0,0
AccuRay,https://www.accuray.com/who-we-are/news/,0.0,0
AccuRay,https://www.accuray.com/company/,1.0,0
AccuRay,https://www.accuray.com/who-we-are/careers/,1.0,0
AccuRay,https://www.accuray.com/india-ewaste-management-program/,0.0,0
AccuRay,https://www.accuray.com/software/idms-data-management/,1.0,0
AccuRay,https://www.accuray.com/who-we-are/leadership/,0.0,0
AccuRay,https://www.accuray.com/who-we-are/events-2/,0.0,0
AccuRay,https://www.accuray.com/,1.0,0
AccuRay,https://www.accuray.com/who-we-are/media/,1.0,0
AccuRay,https://www.accuray.com/who-we-are/locations/,0.0,0
Accuri Cytometers,http://www.bdbiosciences.com/us/instruments/research/cell-analyzers/bd-accuri/m/1294932/overview,1.0,0
Acer,https://www.acer.com/ac/en/US/content/home,1.0,0
Achushnet Company,https://www.acushnetgolf.com/,1.0,0
Acorn Technologies,http://acorntech.com/,0.0,0
Acorn Technologies,http://acorntech.com/company/leadership/,0.0,0
Acorn Technologies,http://acorntech.com/news/press/,0.0,0
Acorn Technologies,http://acorntech.com/company/,1.0,0
Acorn Technologies,http://acorntech.com/company/careers/,0.0,0
Acorn Technologies,http://acorntech.com/company/innovation/,1.0,0
Adaptive Biotechnologies Corp,https://www.adaptivebiotech.com/about-us/careers/,0.0,0
Adaptive Biotechnologies Corp,https://www.adaptivebiotech.com/about-us/,1.0,0
Adaptive Biotechnologies Corp,https://www.adaptivebiotech.com/about-us/our-story/,1.0,0
Adaptive Biotechnologies Corp,https://www.adaptivebiotech.com/products-services/pipeline/,0.0,0
Adaptive Biotechnologies Corp,https://www.adaptivebiotech.com/,0.0,0
Adeka,http://www.adeka.co.jp/en/company/group_f.html,1.0,0
Adeka,http://www.adeka.co.jp/en/company/,1.0,0
Adeka,http://www.adeka.co.jp/en/company/business.html,0.0,0
Adeka,http://www.adeka.co.jp/en/company/message.html,0.0,0
Adeka,http://www.adeka.co.jp/en/company/history.html,1.0,0
Adeka,http://www.adeka.co.jp/en/company/group_j.html,1.0,0
Adeka,http://www.adeka.co.jp/en/company/profile.html,1.0,0
Adeka,http://www.adeka.co.jp/en/company/philosophy.html,0.0,0
Adeka,http://www.adeka.co.jp/en/,0.0,0
Adhesives Research,http://www.adhesivesresearch.com/,0.0,0
Adhesives Research,http://www.adhesivesresearch.com/about/,1.0,0
Adhesives Research,http://www.adhesivesresearch.com/capabilities/custom-manufacturing-project-management/,0.0,0
Adhesives Research,http://www.adhesivesresearch.com/learn-about-the-benefits-of-arx-thin-films-and-transdermal-patches-at-drug-delivery-partnerships-2017/,0.0,0
Adobe Systems,https://www.adobe.com/about-adobe.html?promoid=2NVQCDBQ&mv=other,1.0,0
Adobe Systems,https://www.adobe.com/about-adobe/events.html?promoid=39JWBRNK&mv=other,0.0,0
Adobe Systems,https://www.adobe.com/corporate-responsibility/supply-chain.html?promoid=Z9X3FQLZ&mv=other,0.0,0
Adobe Systems,https://www.adobe.com/creativecloud.html?promoid=CD922NLK&mv=other,0.0,0
Adobe Systems,https://www.adobe.com/corporate-responsibility.html?promoid=322TC14M&mv=other,0.0,0
Adobe Systems,https://www.adobe.com/,0.0,0
Adobe Systems,https://www.adobe.com/creativecloud/business/teams.html?promoid=NYTLR3CX&mv=other,0.0,0
Adobe Systems,https://www.adobe.com/partners.html?promoid=QTV3P7CF&mv=other,0.0,0
Adtran,http://www.adtran.com/index.php/team-adtran,0.0,0
Adtran,http://www.adtran.com/index.php/join-our-team,0.0,0
Adtran,http://www.adtran.com/index.php/tech-team,0.0,0
Adtran,http://www.adtran.com,1.0,0
Advanced Aqua Group,http://aadvancedaqua.com/,0.0,0
Advanced Aqua Group,http://aadvancedaqua.com/About-Us.html,1.0,0
Advanced Silicon Group,http://www.advancedsilicongroup.com/,1.0,1
Advanced Silicon Group,http://www.advancedsilicongroup.com/our-team.html,0.0,0
Advanced Water Technology,https://www.advancedwatertechnology.com/,1.0,0
Adynxx,http://www.adynxx.com/company/,1.0,0
Adynxx,http://www.adynxx.com/news/alliqua-biomedical-inc-and-adynxx-inc-announce-merger-agreement-to-create-nasdaq-listed-clinical-stage-pharmaceutical-company-with-a-focus-on-pain-and-inflammation/,0.0,0
Adynxx,http://www.adynxx.com/,0.0,0
Aerogen,https://www.aerogen.com/respiratory-care/,0.0,0
Aerogen,https://www.aerogen.com/our-story/,0.0,0
Aerogen,https://www.aerogen.com/technology/,0.0,0
Aerogen,https://www.aerogen.com/,1.0,1
Agena Bioscience,http://agenabio.com/company/terms-and-conditions/,0.0,0
Agena Bioscience,http://agenabio.com/company/press-release/agena-darui-biotechnology-announce-china-fda-clearance-massarray-technology-diagnostic-use-china/,0.0,0
Agena Bioscience,http://agenabio.com/company/press/,0.0,0
Agena Bioscience,http://agenabio.com/company/privacy-policy/,0.0,0
Agena Bioscience,http://agenabio.com/company/seminars-webinars/,0.0,0
Agena Bioscience,http://agenabio.com/company/press-release/agena-launches-bone-marrow-engraftment-assay-chimerism-analysis/,0.0,0
Agena Bioscience,http://agenabio.com/company/press-release/agena-bioscience-announces-collaboration-perkinelmer/,0.0,0
Agena Bioscience,http://agenabio.com/company/events/,0.0,0
Agena Bioscience,http://agenabio.com/company/,0.0,0
Agena Bioscience,http://agenabio.com/company/careers/,0.0,0
Agena Bioscience,http://agenabio.com/,1.0,1
Agilent Technologies,https://www.agilent.com/about/newsroom/presrel/2018/16nov-ca18074.html,0.0,0
Agilent Technologies,https://www.agilent.com/en/dakolink-staining-management-software,0.0,0
Agilent Technologies,https://www.agilent.com/about/companyinfo/index.html,1.0,0
Agilent Technologies,https://www.agilent.com/about/newsroom/index.html,0.0,0
Agilent Technologies,https://www.agilent.com/about/companyinfo/sustainability/,0.0,0
Agilent Technologies,https://www.agilent.com/about/features/energy-petrochemical.html,0.0,0
Agilent Technologies,https://www.agilent.com/about/features/food-contamination.html,0.0,0
Agilent Technologies,https://www.agilent.com/about/workingwa/,0.0,0
Agilent Technologies,https://www.agilent.com/about/workingwa/index.html,0.0,0
Agilent Technologies,https://www.agilent.com/about/features/biopharma-fight-cancer.html,0.0,0
Agilent Technologies,https://www.agilent.com/about/newsroom/presrel/2018/19nov-gp18063.html,0.0,0
Agilent Technologies,https://www.agilent.com/about/brands/,0.0,0
Agilent Technologies,https://www.agilent.com/about/features/raman-spectroscopy.html,0.0,0
Agilent Technologies,https://www.agilent.com/about/newsroom/,0.0,0
Agilent Technologies,https://www.agilent.com/about/features/crosslab-clean.html,0.0,0
Agilent Technologies,https://www.agilent.com/about/newsroom/presrel/2018/14nov-gp18062.html,0.0,0
Agilent Technologies,https://www.agilent.com/,0.0,0
Agilent Technologies,https://www.agilent.com/about/features/research-cell-metabolism.html,0.0,0
Agilent Technologies,https://www.agilent.com/about/features/diagnostics-fight-cancer.html,0.0,0
Agrivida,https://agrivida.com/about-agrivida/,1.0,0
Agrivida,https://agrivida.com/,0.0,0
AgroFresh,https://www.agrofresh.com/about-us/at-a-glance/,1.0,0
AgroFresh,https://www.agrofresh.com/about-us/,1.0,0
AgroFresh,https://www.agrofresh.com/about-us/ethylene-management/,0.0,0
AgroFresh,https://www.agrofresh.com/about-us/alliances/,0.0,0
AgroFresh,https://www.agrofresh.com/about-us/r-and-d-centers/,0.0,0
AgroFresh,https://www.agrofresh.com/about-us/history/,1.0,0
AgroFresh,https://www.agrofresh.com/about-us/smarter-freshness/,0.0,0
AgroFresh,https://www.agrofresh.com/,0.0,0
Ajinomoto Althea,https://ajibio-pharma.com/,0.0,0
Ajinomoto Althea,https://ajibio-pharma.com/about/overview/,1.0,0
Akron Polymer Systems,http://akronpolysys.com/,1.0,0
Alcatel Lucent,https://www.al-enterprise.com/,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/news,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/customers/thomas-holt,1.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/partner-locator,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/partners/aapp,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/partners,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/partner-locator,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/about-us/careers,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/about-us/awards,1.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/events,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/about-us/ebc,1.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/about-us,1.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/partners/partner-resources,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/customers,1.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/partners/about-our-partners,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/partners/become-a-partner,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/about-us/what-ale-does,1.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/news/high-speed-wifi-for-pos-tuning,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/news/ale-sponsors-pro-cycling-team,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/ale-worldwide-presence,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/customers/okada-manila-resort,1.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/customers/blickle-and-scherer,1.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/customers/kreativ-house,1.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/about-us/executive-team,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/company/news/ale-bcdvideo-news,0.0,0
Alcatel Lucent,https://www.al-enterprise.com/en/solutions/unified-communications,0.0,0
Alcon Research,https://www.alcon.com/about-us/corporate-responsibility/eye-care-everyone,0.0,0
Alcon Research,https://www.alcon.com/about-us/contact-us,0.0,0
Alcon Research,https://www.alcon.com/news/media-releases/alcon-highlight-its-vision-strategy-and-benefits-standalone-company,0.0,0
Alcon Research,https://www.alcon.com/about-us/who-we-are,1.0,0
Alcon Research,https://www.alcon.com/about-cookies,0.0,0
Alcon Research,https://www.alcon.com/about-us,1.0,0
Alcon Research,https://www.alcon.com/about-us/corporate-responsibility,0.0,0
Alcon Research,https://www.alcon.com/stories/partnerships/community-partnership-day,0.0,0
Alcon Research,https://www.alcon.com/about-us/who-we-are/mission-and-values,1.0,0
Alcon Research,https://www.alcon.com/careers/culture-values,1.0,0
Alcon Research,https://www.alcon.com/,0.0,0
Alcotek,https://alcotek.com/,0.0,0
Alcotek,https://alcotek.com/about-us/,1.0,0
Alencon Acquisition Co,http://alenconsystems.com/partners/,0.0,0
Alencon Acquisition Co,http://alenconsystems.com/,1.0,1
Alexion Pharmaceuticals,http://alexion.com/responsibility/Corporate-Social-Responsibility,0.0,0
Alexion Pharmaceuticals,http://alexion.com/about-alexion-pharmaceuticals/alexion-leadership,0.0,0
Alexion Pharmaceuticals,http://alexion.com/en/about-alexion-pharmaceuticals,1.0,0
Alexion Pharmaceuticals,http://alexion.com/research-development/Discovery-Partnerships,0.0,0
Alexion Pharmaceuticals,http://alexion.com/about-alexion-pharmaceuticals/partners,0.0,0
Alexion Pharmaceuticals,http://alexion.com/careers/job-opportunities,0.0,0
Alexion Pharmaceuticals,http://alexion.com/careers,0.0,0
Alexion Pharmaceuticals,http://alexion.com/about-alexion-pharmaceuticals/history,1.0,0
Alexion Pharmaceuticals,http://alexion.com/about-alexion-pharmaceuticals,1.0,0
Alexion Pharmaceuticals,http://alexion.com/research-development,1.0,0
Alexion Pharmaceuticals,http://alexion.com/,0.0,0
Alexion Pharmaceuticals,http://alexion.com/about-alexion-pharmaceuticals/our-ethical-standards,0.0,0
Algenol Biotech,http://algenol.com/corporate-highlights/,1.0,0
Algenol Biotech,http://algenol.com,1.0,0
Algenol Biotech,http://algenol.com/about-us/,1.0,0
Algenol Biotech,http://algenol.com/,0.0,0
All Power Labs,http://www.allpowerlabs.com/intro,0.0,0
All Power Labs,http://www.allpowerlabs.com/,0.0,0
All Power Labs,http://www.allpowerlabs.com/news/carbon-management-through-green-waste-management.html,0.0,0
All Power Labs,http://www.allpowerlabs.com/about-apl,1.0,0
Alliance for Sustainable Energy,https://www.allianceforsustainableenergy.org/about.html,1.0,0
Alliance for Sustainable Energy,https://www.allianceforsustainableenergy.org/,0.0,0
Alnylam Pharmaceuticals,https://www.alnylam.com/contact-us/,0.0,0
Alnylam Pharmaceuticals,https://www.alnylam.com/about-alnylam/biotechnology-innovation-organization-message/,0.0,0
Alnylam Pharmaceuticals,https://www.alnylam.com/about-alnylam/diversity-inclusion/,0.0,0
Alnylam Pharmaceuticals,https://www.alnylam.com/about-alnylam/alnylam-leadership/,0.0,0
Alnylam Pharmaceuticals,https://www.alnylam.com/,0.0,0
Alnylam Pharmaceuticals,https://www.alnylam.com/about-alnylam/patient-access-philosophy/,1.0,0
Alnylam Pharmaceuticals,https://www.alnylam.com/about-alnylam/,1.0,0
Alnylam Pharmaceuticals,https://www.alnylam.com/about-alnylam/grants-at-alnylam/advocacy-for-impact-grants/,0.0,0
Alpha and Omega Semiconductor,http://aosmd.com/,0.0,0
Alpha and Omega Semiconductor,http://aosmd.com/about,1.0,0
Alpha and Omega Semiconductor,http://aosmd.com/about/newsroom,0.0,0
AltaRock Energy,http://altarockenergy.com/about-us/partners/,0.0,0
AltaRock Energy,http://altarockenergy.com/,0.0,0
AltaRock Energy,http://altarockenergy.com/about-us/,1.0,0
Altivera,https://altabira.com/about/,1.0,0
Altivera,https://altabira.com/,0.0,0
Ambature,http://ambature.com/meet-us/our-science-team/davis-hartman/,0.0,0
Ambature,http://ambature.com/meet-us/our-science-team/,0.0,0
Ambature,http://ambature.com/meet-us/our-executive-team/ketan-patel/,0.0,0
Ambature,http://ambature.com/meet-us/our-executive-team/geoff-williamson/,0.0,0
Ambature,http://ambature.com/meet-us/our-executive-team/peter-kastelic/,0.0,0
Ambature,http://ambature.com/corporate-info/,1.0,0
Ambature,http://ambature.com/meet-us/our-executive-team/,0.0,0
Ambature,http://ambature.com/meet-us/our-executive-team/ron-kelly/,0.0,0
Ambature,http://ambature.com/meet-us/our-science-team/michael-lebby/,0.0,0
Ambature,http://ambature.com/invest-with-us/,0.0,0
Ambature,http://ambature.com/,0.0,0
Ambature,http://ambature.com/meet-us/our-science-team/richard-tucker/,0.0,0
American Air Liquide,https://industry.airliquide.us/about-us,1.0,0
American Air Liquide,https://industry.airliquide.us/about-us/careers,0.0,0
American Air Liquide,https://industry.airliquide.us/about-us/hse-policy-air-liquide-usa,0.0,0
American Air Liquide,https://industry.airliquide.us/,0.0,0
American Air Liquide,https://industry.airliquide.us/about-us/air-liquide-businesses-us,0.0,0
American Air Liquide,https://industry.airliquide.us/about-us/california-supply-chains-act-disclosure,0.0,0
American Air Liquide,https://industry.airliquide.us/services/cylinder-gas-and-liquid-management-system,0.0,0
American Air Liquide,https://industry.airliquide.us/about-us/responsible-care-air-liquide,0.0,0
American Piledriving Equipment,http://www.americanpiledriving.com/ver2/aboutape.asp,1.0,0
American Piledriving Equipment,http://www.americanpiledriving.com/ver2/default.asp,0.0,0
American Piledriving Equipment,http://www.americanpiledriving.com/ver2/,1.0,0
American Science and Technology,http://www.amsnt.com/,1.0,0
Amkor Technology,https://amkor.com/company-history/,1.0,0
Amkor Technology,https://amkor.com/technology/system-in-package/,0.0,0
Amkor Technology,https://amkor.com/,0.0,0
Amkor Technology,https://amkor.com/category/company-news/,0.0,0
Amkor Technology,https://amkor.com/quality-management/,0.0,0
Ampio Pharmaceuticals,https://ampiopharma.com/,1.0,0
Ampio Pharmaceuticals,https://ampiopharma.com/pipeline/about-diabetic-macular-edema/,1.0,0
Ampio Pharmaceuticals,https://ampiopharma.com/investors/corporate-governance/,0.0,0
Ampio Pharmaceuticals,https://ampiopharma.com/about-us/board-of-directors/,0.0,0
Ampio Pharmaceuticals,https://ampiopharma.com/about-us/scientific-advisory-board/,0.0,0
Ampio Pharmaceuticals,http://ampiopharma.com/pipeline/ampion/,1.0,0
Ampio Pharmaceuticals,https://ampiopharma.com/pipeline/about-osteoarthritis/,1.0,0
Ampio Pharmaceuticals,http://ampiopharma.com/pipeline/optina/,1.0,0
