,firm_length,first_year,mean_assignees_all,mean_inventors_all,has_emps,has_url,has_web_content,log_num_patents_all,log_max_emps,num_industries
35,13.0,1991.0,1.00031094527363,2.13650497512438,1.0,1,1,8.076204527239026,9.954513311139172,1
36,6.0,1978.0,1.0,2.3927813163482003,1.0,1,1,6.156978985585555,7.630946580890459,1
37,30.0,2000.0,1.3236994219653202,2.29479768786127,1.0,1,1,5.159055299214529,6.548219102762372,1
38,19.0,2016.0,1.0,2.0,1.0,1,1,1.0986122886681098,1.3862943611198906,2
39,31.0,1983.0,1.0,2.6561886051080497,1.0,0,0,7.331714969726466,1.0986122886681098,1
40,24.0,1998.0,1.0,2.52380952380952,1.0,1,1,3.091042453358316,2.0794415416798357,1
41,23.0,2015.0,1.0,2.0,1.0,1,1,1.6094379124341003,1.9459101490553132,1
42,28.0,1995.0,1.1,3.1,1.0,0,0,2.3978952727983707,1.0986122886681098,1
43,26.0,2016.0,1.0,1.0,1.0,1,1,0.6931471805599453,2.833213344056216,1
44,22.0,2015.0,1.0,5.25,1.0,1,1,1.6094379124341003,8.101980731853192,1
45,29.0,1976.0,1.05342465753425,3.24246575342466,1.0,0,0,6.594413459749778,5.209486152841421,1
46,25.0,1990.0,1.0,1.375,1.0,1,1,2.1972245773362196,7.1846291527173145,1
47,6.0,2011.0,1.0,2.2,1.0,1,1,1.791759469228055,1.6094379124341003,1
48,7.0,1998.0,1.01298701298701,2.8961038961039,1.0,1,1,4.356708826689592,5.293304824724492,1
49,16.0,1976.0,1.28571428571429,2.78571428571429,1.0,0,0,2.70805020110221,1.791759469228055,1
50,7.0,2016.0,1.0,2.0,,1,1,0.6931471805599453,,1
51,19.0,2012.0,1.0,3.6666666666666696,1.0,1,1,1.3862943611198906,9.575955235484386,1
52,28.0,2008.0,1.6666666666666698,2.68888888888889,1.0,1,1,3.828641396489095,6.371611847231857,1
53,16.0,2014.0,1.0,2.7,1.0,1,1,2.3978952727983707,5.181783550292085,1
54,15.0,1976.0,1.00509204857031,2.73756365060713,1.0,1,1,7.845416036592485,5.0369526024136295,1
55,7.0,2010.0,1.0,4.16666666666667,,1,1,1.9459101490553132,,1
56,20.0,1990.0,1.01801591015442,2.18507253158634,1.0,1,1,8.360539381370861,9.510519035757246,1
57,12.0,1983.0,1.00692041522491,1.7923875432526002,1.0,0,0,5.66988092298052,3.295836866004329,1
58,8.0,2010.0,1.0625,3.3125,1.0,1,1,2.833213344056216,3.4657359027997265,2
59,9.0,2001.0,1.0,3.375,1.0,1,1,2.1972245773362196,5.652489180268651,1
60,26.0,1976.0,1.01640991292699,2.83517587939699,1.0,1,1,8.00202481821611,9.630759771866158,1
61,16.0,2015.0,1.0,5.25,1.0,1,1,1.6094379124341003,5.351858133476067,1
62,21.0,2010.0,1.0,7.13333333333333,1.0,1,1,2.772588722239781,2.833213344056216,1
63,14.0,2007.0,1.00903138405961,2.5913298713027797,1.0,1,1,8.39615486303918,7.643961949002529,1
64,14.0,2009.0,1.01234567901235,2.6512345679012297,1.0,1,1,5.783825182329737,9.988150340414837,1
65,7.0,1982.0,1.0701754385964901,2.2280701754386003,1.0,1,1,4.060443010546419,4.51085950651685,1
66,22.0,2012.0,1.0,1.6,1.0,1,1,1.791759469228055,2.6390573296152584,1
67,23.0,1996.0,1.04761904761905,3.32380952380952,1.0,1,1,4.663439094112067,7.923348211930154,1
68,22.0,2010.0,1.0,1.75,1.0,0,0,1.6094379124341003,2.70805020110221,1
69,15.0,2015.0,1.11111111111111,5.05555555555556,1.0,1,1,2.9444389791664403,4.852030263919617,1
70,23.0,2017.0,1.0,4.0,1.0,1,1,0.6931471805599453,1.9459101490553132,1
71,14.0,2014.0,1.0,3.0,1.0,1,1,1.6094379124341003,3.784189633918261,1
72,22.0,2012.0,1.4,3.8,,1,1,1.791759469228055,,1
73,31.0,2008.0,1.15300546448087,3.53005464480874,1.0,1,1,5.214935757608986,1.3862943611198906,3
74,20.0,2011.0,1.00529100529101,2.36507936507937,1.0,1,1,5.247024072160486,7.8636512654486515,1
75,23.0,2008.0,1.09012875536481,4.068669527897,1.0,1,1,5.455321115357702,7.089243155027514,2
76,29.0,2006.0,1.0,3.21234567901235,1.0,1,1,6.0063531596017325,7.890208213109961,1
77,17.0,1989.0,1.0087463556851302,2.7303206997084506,1.0,1,1,7.224753405767971,10.448743588106625,2
78,15.0,2012.0,1.0,2.14285714285714,1.0,1,1,2.0794415416798357,2.70805020110221,1
79,18.0,1998.0,1.0,2.28571428571429,1.0,1,1,2.0794415416798357,2.5649493574615367,1
80,8.0,2006.0,1.33333333333333,1.33333333333333,1.0,1,1,1.9459101490553132,3.295836866004329,1
81,19.0,2002.0,1.00082508250825,3.1219471947194704,,0,0,8.709630081951286,,2
82,8.0,2012.0,1.0,1.8,1.0,1,1,2.3978952727983707,2.9444389791664403,1
83,9.0,2015.0,1.0,2.5,1.0,1,1,1.0986122886681098,2.302585092994046,1
84,20.0,1989.0,1.45871559633028,2.90825688073395,1.0,1,1,5.793013608384144,10.401258331428318,1
85,35.0,2012.0,1.0,1.0,1.0,0,0,1.0986122886681098,3.6888794541139363,1
86,30.0,1993.0,1.0,1.1555555555555599,1.0,1,1,3.828641396489095,4.454347296253507,1
87,31.0,2016.0,1.0,6.0,1.0,1,1,1.0986122886681098,8.226573474977114,1
88,13.0,2006.0,1.5833333333333302,7.388888888888889,1.0,1,0,4.290459441148391,10.21053097846653,1
89,5.0,1985.0,1.0821917808219201,5.25463336019339,1.0,1,0,7.124478262493424,10.21053097846653,1
90,19.0,2009.0,1.0,2.4888888888888903,1.0,1,0,3.828641396489095,6.240275845170769,1
91,16.0,1989.0,1.06022727272727,2.83068181818182,1.0,1,1,6.78105762593618,10.130662964963708,2
92,22.0,2008.0,1.0,3.4615384615384603,1.0,0,0,3.6888794541139363,6.656726524178391,1
93,21.0,2013.0,1.0,2.11764705882353,1.0,1,1,2.8903717578961645,2.8903717578961645,1
94,7.0,2005.0,1.09090909090909,3.1666666666666696,1.0,1,1,4.204692619390966,3.8066624897703196,1
95,4.0,2003.0,1.0,1.7826086956521698,1.0,1,1,3.1780538303479458,3.5263605246161616,1
96,14.0,1988.0,1.0,2.9782608695652204,1.0,1,1,3.8501476017100584,6.150602768446279,1
97,14.0,1976.0,1.01637666325486,2.10167178437393,1.0,1,1,7.983440063006542,9.635673464721814,1
98,7.0,2000.0,1.0,2.22875816993464,1.0,1,1,5.0369526024136295,9.620859354387026,1
99,6.0,2017.0,2.0,2.5,1.0,0,0,1.0986122886681098,1.6094379124341003,1
100,6.0,1976.0,1.05116959064327,2.69590643274854,1.0,1,1,7.627057417018934,3.6375861597263857,1
101,13.0,2016.0,1.0,7.0,1.0,1,1,0.6931471805599453,4.219507705176107,1
102,30.0,1999.0,1.04,3.12,1.0,1,1,3.258096538021482,7.21890970761906,1
103,18.0,2016.0,1.0,2.0,1.0,1,1,0.6931471805599453,3.4339872044851463,1
104,6.0,2016.0,1.0,1.0,1.0,0,0,0.6931471805599453,1.0986122886681098,1
105,17.0,2016.0,1.0,1.0,1.0,1,1,0.6931471805599453,1.6094379124341003,1
106,15.0,2013.0,1.0,2.0,1.0,1,1,1.791759469228055,3.091042453358316,1
107,19.0,2000.0,1.0,2.31707317073171,1.0,1,1,3.7376696182833684,5.420534999272286,1
108,8.0,1989.0,1.0,1.55555555555556,1.0,0,0,2.302585092994046,1.6094379124341003,1
109,34.0,2012.0,1.0,2.45161290322581,,0,0,3.4657359027997265,,2
110,5.0,1987.0,1.00099580339996,4.1606088626502595,1.0,1,1,9.551089165364656,11.719947764402807,2
111,18.0,1987.0,1.0409482758620698,3.1573275862069,1.0,1,1,6.142037405587356,10.590390276998745,2
112,28.0,2005.0,1.0,1.4,1.0,1,1,1.791759469228055,4.477336814478207,1
113,17.0,1976.0,1.0089628681178,3.80281690140845,1.0,1,0,8.963288275610298,9.820160289946374,2
114,24.0,2004.0,1.07171314741036,2.9561752988047796,1.0,1,0,5.529429087511423,9.820160289946374,1
115,29.0,1984.0,1.0,1.14285714285714,1.0,1,1,2.0794415416798357,3.4657359027997265,1
116,32.0,2012.0,1.0,3.5625,1.0,0,0,3.4965075614664802,5.69035945432406,1
117,22.0,2011.0,1.0,1.6666666666666698,1.0,1,1,1.9459101490553132,5.69035945432406,1
118,23.0,2002.0,1.0,2.57142857142857,1.0,1,1,4.59511985013459,8.024534871605695,1
119,16.0,2016.0,1.0,2.0,1.0,1,1,0.6931471805599453,4.406719247264253,1
120,16.0,2016.0,1.0,1.0,,0,0,0.6931471805599453,,1
121,18.0,2013.0,1.0,4.0,1.0,1,1,1.791759469228055,6.380122536899765,1
122,15.0,2015.0,1.0,3.0,,0,0,1.3862943611198906,,1
123,30.0,1976.0,1.06315789473684,2.64736842105263,1.0,1,1,5.25227342804663,10.367253014814716,3
124,21.0,2015.0,1.0,2.1111111111111103,1.0,1,1,2.302585092994046,4.127134385045092,1
125,20.0,2016.0,1.0,6.0,,1,1,0.6931471805599453,,1
126,23.0,2013.0,2.0,5.0,1.0,0,0,1.3862943611198906,2.1972245773362196,1
127,6.0,1994.0,1.0362318840579698,2.9818840579710097,1.0,1,1,5.6240175061873385,9.872564319882619,2
128,23.0,2014.0,1.0,1.6666666666666698,1.0,1,1,1.3862943611198906,1.3862943611198906,1
129,17.0,2009.0,1.0,4.0,1.0,1,1,1.3862943611198906,1.791759469228055,1
130,20.0,,,,1.0,1,1,,3.367295829986474,1
131,22.0,2016.0,1.0,6.0,1.0,1,1,0.6931471805599453,3.4011973816621555,2
132,16.0,2005.0,1.02325581395349,2.53488372093023,1.0,1,1,3.784189633918261,6.8501261661455,2
133,28.0,1981.0,1.05582524271845,2.5509708737864103,1.0,0,0,6.023447592961033,3.9318256327243257,1
134,25.0,2007.0,1.0526315789473701,3.15789473684211,1.0,1,1,2.995732273553991,4.718498871295094,1
135,7.0,1998.0,1.125,2.7916666666666696,1.0,0,0,3.2188758248682006,5.641907070938114,1
136,11.0,1988.0,1.01286173633441,2.8553054662379402,1.0,1,0,5.7430031878094825,9.611864390851085,1
137,17.0,2005.0,1.0,3.01190476190476,1.0,1,0,5.1298987149230735,9.611864390851085,1
138,15.0,2015.0,1.0,1.0,1.0,1,0,1.0986122886681098,9.611864390851085,1
139,19.0,2002.0,1.05177304964539,4.04964539007092,1.0,1,1,7.944846711001996,9.811043262144848,1
140,6.0,1976.0,1.03030303030303,2.2727272727272703,1.0,1,1,3.5263605246161616,7.70796153183549,1
141,12.0,2000.0,1.0,1.98876404494382,1.0,1,1,4.499809670330265,6.270988431858299,1
142,21.0,2006.0,1.27272727272727,4.09090909090909,1.0,1,1,2.4849066497880004,4.919980925828125,1
143,14.0,1994.0,1.0,3.625,1.0,1,1,3.2188758248682006,4.0943445622221,1
144,4.0,1976.0,1.02948113207547,2.30070754716981,1.0,1,1,6.744059186311348,12.51799966941141,1
145,16.0,1984.0,1.08888888888889,2.12083333333333,1.0,1,1,6.580639137284949,7.450660796211539,1
146,20.0,1994.0,1.09396751740139,2.49303944315545,,0,0,6.760414691083428,,1
147,9.0,2016.0,1.0,1.0,1.0,1,1,1.6094379124341003,1.6094379124341003,1
148,20.0,2015.0,1.0,1.33333333333333,1.0,1,1,1.3862943611198906,1.9459101490553132,1
149,7.0,2016.0,1.0,2.4,1.0,1,1,1.791759469228055,2.833213344056216,1
150,58.0,2005.0,1.00671140939597,4.13422818791946,1.0,0,0,5.0106352940962555,2.1972245773362196,1
151,12.0,1977.0,1.0,2.7,1.0,1,1,2.3978952727983707,2.1972245773362196,1
152,19.0,1993.0,1.03061224489796,3.1989795918367303,1.0,1,1,5.2832037287379885,7.418780882750794,2
153,14.0,1986.0,1.0,4.35051546391753,1.0,1,1,4.584967478670572,11.082157933374816,1
154,8.0,2016.0,1.0,1.0,1.0,1,1,0.6931471805599453,2.302585092994046,1
155,11.0,2007.0,1.67796610169492,7.08474576271186,1.0,1,1,4.0943445622221,4.189654742026425,1
156,12.0,2012.0,1.0,2.56666666666667,1.0,1,0,3.4339872044851463,2.5649493574615367,1
157,7.0,2010.0,1.0,2.85,1.0,1,1,3.713572066704308,2.302585092994046,1
158,17.0,2009.0,1.0,2.71428571428571,1.0,1,1,2.0794415416798357,3.044522437723423,1
159,7.0,2012.0,1.05882352941176,5.588235294117651,1.0,1,1,2.8903717578961645,2.1972245773362196,1
160,8.0,,,,1.0,1,1,,2.6390573296152584,1
161,19.0,2016.0,1.0,1.0,1.0,1,1,1.0986122886681098,2.3978952727983707,1
162,45.0,2006.0,1.00254452926209,2.6933842239185797,1.0,0,0,7.360739903058278,7.733245646529795,1
163,20.0,2010.0,1.0,2.93333333333333,1.0,1,1,5.420534999272286,5.771441123130016,1
164,39.0,2012.0,1.0,1.6666666666666698,,0,0,1.3862943611198906,,1
165,29.0,2011.0,1.0,1.9375,1.0,1,1,2.833213344056216,1.791759469228055,2
166,15.0,2012.0,1.0,4.0,1.0,0,0,1.6094379124341003,1.0986122886681098,1
167,8.0,1985.0,1.0,1.89655172413793,1.0,1,1,3.4011973816621555,3.871201010907891,1
168,14.0,1991.0,1.01518784972022,2.6290967226218998,1.0,1,1,7.132497551660044,10.308985993422082,1
169,13.0,2000.0,1.12244897959184,2.7551020408163303,1.0,1,0,3.912023005428146,9.040737587590003,1
170,5.0,2013.0,1.0,5.230769230769231,1.0,1,1,4.3694478524670215,1.791759469228055,1
171,13.0,1976.0,1.0,2.61495844875346,1.0,1,1,5.8916442118257715,11.188869822404088,1
172,14.0,1976.0,1.08823529411765,1.9117647058823501,,1,1,3.5553480614894135,,1
173,6.0,2016.0,1.0,2.0,,0,0,1.0986122886681098,,1
174,41.0,2012.0,1.02380952380952,5.33333333333333,1.0,0,0,3.7612001156935624,5.634789603169249,3
175,38.0,2007.0,1.375,3.5,,1,1,2.1972245773362196,,1
176,22.0,2011.0,1.0,3.4782608695652204,1.0,1,1,3.1780538303479458,7.2485040723706105,1
177,58.0,2001.0,1.01147396293027,2.261253309797,1.0,1,1,7.033506484287697,9.918425424900335,1
178,12.0,1988.0,1.00696480938416,2.55883431085044,1.0,1,1,8.604654467186231,11.06665398721974,3
179,8.0,2016.0,1.0,1.0,1.0,0,0,1.0986122886681098,2.833213344056216,1
180,16.0,2006.0,1.0,1.28571428571429,1.0,1,1,4.04305126783455,2.1972245773362196,2
181,18.0,2001.0,1.01690821256039,4.1159420289855095,1.0,1,1,6.028278520230698,3.912023005428146,1
182,4.0,1976.0,1.0152996175095599,2.57671058223544,1.0,1,1,9.14984699154722,11.566513624140157,2
183,13.0,1999.0,1.02518891687657,3.64735516372796,1.0,1,1,5.986452005284438,5.631211781821365,1
184,4.0,1976.0,1.0152996175095599,2.57671058223544,1.0,1,1,9.14984699154722,11.566513624140157,2
185,12.0,2015.0,1.06666666666667,6.0,1.0,1,1,2.772588722239781,4.718498871295094,1
186,18.0,2001.0,1.07373271889401,4.1612903225806495,1.0,1,1,5.384495062789089,4.564348191467836,1
187,7.0,2008.0,1.04992050874404,4.83847376788553,1.0,1,0,8.053887083618223,11.566513624140157,3
188,24.0,2005.0,1.02051282051282,3.4,1.0,1,0,5.968707559985366,8.903407519932264,3
189,27.0,1976.0,1.03028391167192,3.30788643533123,1.0,1,1,7.368970402194793,8.903407519932264,2
190,13.0,1976.0,1.0057971014492801,2.25918762088975,1.0,1,1,6.943122422819428,9.350189267092581,1
191,7.0,1988.0,2.0,4.26666666666667,1.0,1,1,5.017279836814924,9.741027444837728,1
192,20.0,1997.0,2.00408719346049,3.9100817438692097,1.0,1,1,6.5998704992128365,10.757924157061597,1
193,6.0,1988.0,1.38249754178958,3.49188391539597,1.0,1,1,7.618251097876695,10.757924157061597,1
194,20.0,2003.0,1.0398832684824901,5.404669260700389,,1,1,6.9363427358340495,,1
195,21.0,2004.0,1.0808510638297901,4.07375886524823,1.0,1,1,6.559615237493242,1.3862943611198906,1
196,3.0,1980.0,1.01639344262295,2.7431693989070998,1.0,0,0,5.214935757608986,5.0689042022202315,1
197,40.0,2013.0,1.0,2.77777777777778,,0,0,2.302585092994046,,1
198,6.0,1991.0,2.0,11.0,1.0,1,1,0.6931471805599453,10.985021499669486,2
199,33.0,2013.0,2.0,3.2259259259259303,1.0,0,0,5.602118820879701,2.3978952727983707,1
200,23.0,1984.0,1.00995024875622,2.80099502487562,1.0,1,1,5.998936561946683,7.824445930877619,1
201,13.0,1976.0,1.0,1.60240963855422,1.0,1,1,4.430816798843313,9.716133353214099,1
202,13.0,1976.0,1.0,3.6442953020134197,1.0,1,1,5.0106352940962555,5.4116460518550396,1
203,13.0,2015.0,1.0,1.0,1.0,1,1,1.0986122886681098,2.0794415416798357,1
204,24.0,2016.0,2.0,5.0,,1,1,0.6931471805599453,,1
205,7.0,2007.0,1.0,2.57142857142857,1.0,1,1,2.0794415416798357,9.791941277791215,1
206,16.0,1985.0,1.02985074626866,2.17910447761194,1.0,0,0,4.219507705176107,2.3978952727983707,1
207,8.0,1980.0,1.0,2.23529411764706,1.0,1,1,2.8903717578961645,1.6094379124341003,1
208,15.0,2016.0,1.0,3.0,1.0,1,1,0.6931471805599453,4.1588830833596715,1
209,17.0,2005.0,1.0,1.2173913043478302,1.0,1,1,3.1780538303479458,5.017279836814924,2
210,17.0,1981.0,1.0,4.26666666666667,1.0,0,0,3.4339872044851463,2.3978952727983707,1
211,20.0,1976.0,1.01533219761499,2.61328790459966,1.0,1,1,6.376726947898627,8.861350110795998,1
212,15.0,2003.0,1.0,2.0,1.0,1,1,2.302585092994046,7.193685818395112,1
213,14.0,1976.0,1.02362204724409,3.6692913385826804,1.0,1,1,4.852030263919617,9.186559843310778,1
214,26.0,2014.0,1.0,2.5,,1,0,1.6094379124341003,,1
215,19.0,2013.0,1.0,9.714285714285712,1.0,1,1,2.70805020110221,3.5553480614894135,1
216,16.0,2014.0,1.0,4.375,1.0,1,1,2.1972245773362196,4.48863636973214,1
217,7.0,2000.0,1.08163265306122,3.4489795918367303,1.0,1,1,3.912023005428146,8.522379718103538,1
218,25.0,2012.0,1.0,2.60773480662983,1.0,1,1,5.204006687076795,7.738488122494646,1
219,17.0,2002.0,1.0,2.10344827586207,1.0,1,1,3.4011973816621555,4.48863636973214,1
220,24.0,2014.0,2.0,3.0,,1,1,1.0986122886681098,,2
221,15.0,2009.0,1.5,2.75,1.0,1,1,1.6094379124341003,4.48863636973214,1
222,6.0,2014.0,1.0,2.8,1.0,1,1,1.791759469228055,3.367295829986474,1
223,20.0,2014.0,1.0,6.0,,0,0,1.0986122886681098,,1
224,11.0,2006.0,1.0,1.08,1.0,1,1,3.9318256327243257,2.995732273553991,1
225,5.0,1984.0,1.02380952380952,2.5,1.0,1,1,3.7612001156935624,5.278114659230517,1
226,7.0,1978.0,1.2926829268292699,3.85365853658537,1.0,1,1,3.7376696182833684,4.189654742026425,1
227,18.0,2013.0,1.01412497007422,2.80919320086186,1.0,1,0,8.33758794211651,8.271548374755515,2
228,19.0,2016.0,1.0,1.0,1.0,0,0,0.6931471805599453,1.0986122886681098,1
229,16.0,2001.0,1.0,2.5833333333333304,1.0,1,1,2.5649493574615367,3.8066624897703196,1
230,25.0,2008.0,1.1010101010101,2.5959595959596,1.0,1,1,4.605170185988092,6.740519359606223,1
231,23.0,2005.0,1.5223319228961,2.7315467795016497,,0,0,7.662937850461535,,2
232,20.0,1976.0,1.03105232892467,4.96375143843498,1.0,1,1,7.461640392208575,10.498580792620686,1
233,30.0,1986.0,1.07407407407407,3.48677248677249,1.0,1,1,5.247024072160486,10.498856510177369,1
234,11.0,2016.0,1.0,1.0,1.0,0,0,1.0986122886681098,8.762176509334903,1
235,30.0,2016.0,2.0,4.0,1.0,0,0,0.6931471805599453,3.8918202981106265,1
236,6.0,1991.0,1.04761904761905,2.11904761904762,1.0,1,1,3.7612001156935624,7.989899374942939,1
237,33.0,2008.0,1.01594533029613,2.51366742596811,,0,0,6.778784897685177,,2
238,24.0,2002.0,1.0033500837520901,2.81518704634283,1.0,1,1,8.183955717304954,10.301793763445813,2
239,16.0,2001.0,1.12054794520548,3.3095890410958906,1.0,1,1,5.902633333401366,7.550135342488429,2
240,25.0,2015.0,1.0,1.5,1.0,1,1,1.0986122886681098,6.680854678790215,1
241,14.0,1988.0,1.02614379084967,3.32679738562092,1.0,1,1,5.0369526024136295,5.883322388488279,1
242,9.0,2008.0,1.0,1.86910994764398,1.0,1,1,5.2574953720277815,5.003946305945459,1
243,11.0,1978.0,1.04916371008616,2.29067410035479,1.0,1,1,8.280711075662847,11.86828955010886,3
244,36.0,2017.0,1.0,1.0,1.0,1,1,0.6931471805599453,1.9459101490553132,1
245,23.0,2015.0,1.0,2.6666666666666696,1.0,1,1,1.9459101490553132,3.4657359027997265,1
246,28.0,1976.0,1.03795466526094,4.1014760147601494,1.0,1,1,8.24143968982973,10.295124152707759,1
247,8.0,1982.0,1.00009055510278,2.4764103957257997,1.0,1,1,9.309642573050045,9.581972891547895,2
248,29.0,1998.0,1.13148788927336,2.72664359861592,1.0,1,1,5.66988092298052,2.4849066497880004,2
249,22.0,2016.0,2.0,2.0,1.0,0,0,0.6931471805599453,10.707102186122045,1
250,7.0,1990.0,1.0,1.9661016949152499,1.0,1,1,4.0943445622221,8.867990898182093,1
251,30.0,1977.0,1.00691927512356,1.8160626029654,1.0,0,0,9.404343433543975,1.0986122886681098,1
252,16.0,2015.0,2.0,8.0,1.0,1,1,1.0986122886681098,3.2188758248682006,1
253,8.0,2011.0,1.0,1.75,,0,0,2.1972245773362196,,1
254,3.0,1994.0,1.07058823529412,1.9529411764705902,1.0,1,1,4.454347296253507,5.673323267171493,1
255,20.0,1976.0,1.03092783505155,2.42268041237113,1.0,1,1,5.272999558563747,7.349230824613334,1
256,29.0,2013.0,1.0,2.5,1.0,1,0,1.0986122886681098,1.3862943611198906,1
257,29.0,2010.0,1.00819672131148,3.78688524590164,1.0,1,1,4.812184355372417,2.70805020110221,2
258,2.0,1976.0,1.0043327556325798,2.39514731369151,,0,0,7.051855622955894,,1
259,5.0,1976.0,1.0113765642775898,2.9397042093287795,1.0,1,1,6.779921907472252,8.038512020976814,1
260,22.0,1994.0,1.00478182904961,2.8290496114763903,1.0,1,1,7.422971251049421,8.867145589594143,1
261,7.0,,,,,0,0,,,1
262,20.0,2012.0,1.0,2.14285714285714,1.0,1,1,3.58351893845611,4.465908118654584,1
263,42.0,2013.0,1.0,1.2,1.0,0,0,1.791759469228055,3.713572066704308,1
264,21.0,2012.0,1.0,2.4166666666666696,1.0,0,0,3.6109179126442243,3.4339872044851463,1
265,7.0,2016.0,1.0,5.33333333333333,1.0,1,1,1.3862943611198906,2.9444389791664403,2
266,21.0,2016.0,1.0,3.0,1.0,1,1,1.6094379124341003,7.065613363597717,1
267,28.0,2008.0,1.3818181818181798,3.7939393939393904,1.0,1,1,5.111987788356544,4.204692619390966,1
268,5.0,1976.0,1.18823529411765,2.6,1.0,1,1,4.454347296253507,11.519295135477906,1
269,22.0,1976.0,1.00944055944056,2.46245648174894,1.0,1,1,11.094086321816611,2.9444389791664403,1
270,22.0,2014.0,1.7307692307692302,3.57692307692308,1.0,1,1,3.295836866004329,4.394449154672439,1
271,22.0,2009.0,1.02469135802469,3.46913580246914,1.0,1,1,4.406719247264253,3.295836866004329,1
272,5.0,1996.0,1.0,2.3333333333333304,1.0,0,0,1.3862943611198906,1.6094379124341003,1
273,14.0,1989.0,1.0625,2.65625,1.0,1,1,3.4965075614664802,6.542471960506805,1
274,8.0,1986.0,1.05714285714286,2.85714285714286,1.0,1,1,3.58351893845611,6.202535517187923,1
275,18.0,1977.0,1.0026897788404099,3.14046622833234,1.0,0,0,8.115819701211327,1.0986122886681098,1
276,15.0,2008.0,1.0,1.8125,1.0,1,1,2.833213344056216,4.787491742782046,1
277,17.0,2007.0,1.00208768267223,2.72025052192067,1.0,1,1,6.173786103901937,8.202756381655638,1
278,19.0,2016.0,1.0,4.4,1.0,1,1,1.791759469228055,4.110873864173311,1
279,21.0,2002.0,1.07027649769585,3.5898617511520694,1.0,1,1,6.767343125265392,8.022568946988255,1
280,21.0,2013.0,1.0722433460076,3.20152091254753,1.0,1,1,5.575949103146316,8.022568946988255,1
