firm name,link,acquired_merged,public
Dow Global Technologies Inc.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=25837118,0,0
Dow Technology Investments LLC,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=62285612,0,0
Dr. Reddy's Laboratories Ltd.,http://www.drreddys.com/,0,0
Dresser-Rand Company,http://www.dresser-rand.com/,0,0
DuPont Teijin Films U.S. Limited Partnership,http://www.dupontteijinfilms.com/,0,0
Dymax Corporation,http://www.dymax.com/,0,0
E Ink Corporation,https://eink.com/,0,0
E. I. du Pont de Nemours and Company,http://www.dupont.com/,0,0
E. I. du Pont de Nemours and Company duPont Displays Inc,http://www.dupont.com/,0,0
E. Tech Incorporation,https://www.etechgs.com/,0,0
E.I. du Pont de Nemours and Company,http://www.dupont.com/,0,0
ECOSYNTHETIX LTD.,http://ecosynthetix.com/,0,0
ELC Management LLC,http://www.hoovers.com/company-information/cs/company-profile.elc_management_llc.72f5ac595519c939.html,0,0
EMC Corporation,https://www.dellemc.com/en-us/index.htm,0,0
EMD Technologies Inc.,http://www.emd-technologies.com/,0,0
ENERGY INDEPENDENCE OF AMERICA CORP.,https://www.bbb.org/toledo/business-reviews/energy-conservation-products-and-services/energy-independence-of-america-in-bowling-green-oh-90034288,0,0
ENI S.p.A.,https://www.eni.com/en_IT/home.page,0,0
EPCOS AG,https://en.tdk-electronics.tdk.com/,0,0
EXOS LLC,https://www.teamexos.com/,0,0
Eastman Chemical Company,https://www.eastman.com/Pages/Home.aspx,0,0
Eastman Kodak Company,https://www.kodak.com/us/en/corp/default.htm,0,0
Eaton Corporation,http://www.eaton.com/us/en-us.html,0,0
EchoStar Technologies LLC,http://echostar.com/,0,0
Ecolab Inc.,https://www.ecolab.com/,0,0
Electrovaya Inc.,http://electrovaya.com/,0,0
Elwha LLC,http://www.patentbuddy.com/Company/Profile/ELWHA-LLC/2033522,0,0
Em-Tech LLC,https://www.mtech-llc.com/,0,0
Embro Corporation,https://www.linkedin.com/company/embro-corporation,0,0
Empire Technology Development LLC,http://www.empirelabauto.com/index.html,0,0
Envisionit LLC,https://envisionitllc.com/,0,0
Evernote Corporation,https://evernote.com/,0,0
Evoqua Water Technologies LLC,http://www.evoqua.com/,0,0
Exatec LLC,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=7665647,0,0
Excelsior Nanotech Corporation,http://www.buzzfile.com/business/Excelsior-Nanotech-Corporation-206-898-9477,0,0
ExxonMobil Chemical Patents Inc.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=1567445,0,0
ExxonMobil Research and Engineering Company,https://corporate.exxonmobil.com/en/energy/research-and-development,0,0
ExxonMobil Upstream Research Company,https://corporate.exxonmobil.com/,0,0
FEI Company,https://www.fei.com/,0,0
FLOW CONTROL LLC.,http://www.flowcontrolequip.com/,0,0
FPInnovations,https://fpinnovations.ca/,0,0
FRONT EDGE TECHNOLOGY INC.,http://frontedgetechnology.com/,0,0
FUJIFILM Corporation,http://www.fujifilm.com/,0,0
Fairchild Semiconductor Corporation,http://www.onsemi.com/,0,0
FastCAP Systems Corporation,https://www.nanoramic.com/,0,0
Federal Signal Corporation,https://federalsignal.com/,0,0
Ferric Inc.,http://www.ferricsemi.com/,0,0
Ferro Corporation,https://www.ferro.com/,0,0
Fianium Ltd.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=50261420,0,0
Fike Corporation,https://www.fike.com/,0,0
Finisar Corporation,https://www.finisar.com/,0,0
Floadia Corporation,https://floadia.com/,0,0
Fluidigm Corporation,https://www.fluidigm.com/,0,0
Fujitsu Limited,http://www.fujitsu.com/global/,0,0
Fujitsu Semiconductor Limited,http://www.fujitsu.com/jp/group/fsl/en/,0,0
G.D.O. Inc,http://gradtech.com/,0,0
GCP Applied Technologies Inc.,https://gcpat.com/en,0,0
GE Healthcare Limited,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=433088,0,0
GE-Hitachi Nuclear Energy Americas LLC,https://nuclear.gepower.com/,0,0
GEN-PROBE INCORPORATED,https://www.hologic.com/,0,0
GENCO SCIENCES LLC,https://globenewswire.com/news-release/2017/10/04/1140572/0/en/KemPharm-and-Genco-Sciences-Announce-Technology-Licensing-Agreement-to-Develop-Prodrug-Based-Therapy-for-Potential-Rare-Pediatric-Indications-of-Tourette-s-Syndrome-with-ADHD.html,0,0
GENERAL ELECTRIC COMPANY,https://www.ge.com/,0,0
GENERAL MOTORS LLC,https://www.gm.com/,0,0
GIGA SOLAR FPC,https://www.gigasolarpv.com/,0,0
GLIKNIK INC.,http://www.gliknik.com/,0,0
GLOBALFOUNDRIES Inc.,https://www.globalfoundries.com/,0,0
GLYCON LLC,https://www.glyconllc.com/,0,0
GOAL ZERO LLC,https://www.goalzero.com/,0,0
GOLBA LLC,https://www.linkedin.com/in/mehran-moshfeghi-23897b14,0,0
GOOGLE TECHNOLOGY HOLDINGS LLC,http://www.patentbuddy.com/Company/Profile/GOOGLE-TECHNOLOGY-HOLDINGS-LLC/5435114,0,0
GREENFIELD MASTER IPCO LIMITED,http://www.freepatentsonline.com/9556856.html,0,0
GREENHILL ANTIBALLISTICS CORPORATION,https://www.linkedin.com/in/judyleegreenhill,0,0
Galemed Corporation,http://galemed.com/manager/eService/RC08-all_0225.pdf,0,0
Garrity Power Services LLC,http://www.freepatentsonline.com/9525364.html,0,0
Gas Technology Institute,http://www.gastechnology.org/,0,0
Genesco Inc.,http://www.genescopartners.com/,0,1
Genzyme Corporation,https://www.sanofigenzyme.com/,0,0
Georgia-Pacific Gypsum LLC,https://www.buildgp.com/georgia-pacific-gypsum,0,0
Gestion Ultra International Inc.,http://www.freepatentsonline.com/6477724.html,0,0
Global Eagle Entertainment Inc.,http://www.globaleagle.com/,0,0
Global Filtration Systems,http://www.globalfiltrationsystems.com/,0,0
Global OLED Technology LLC,http://globaloledtech.com/,0,0
Glucan Biorenewables LLC,http://glucanbio.com/,0,0
Google Inc.,https://itunes.apple.com/us/developer/google-inc/id281956209,0,1
Grain Processing Corporation,http://www.grainprocessing.com/,0,0
Grandis Inc.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=4287524,0,0
Greatbatch Ltd.,https://integer.net/,0,0
Green Extraction Technologies,https://www.greenextractiontechnologiesllc.com/,0,0
Gtech Corporation,https://www.igt.com/,0,0
Gula Consulting Limited Liability Company,http://www.freepatentsonline.com/y2017/0230370.html,0,0
H R D CORPORATION,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=118215169,0,0
HAMAMATSU PHOTONICS K.K.,https://www.hamamatsu.com/jp/en/index.html,0,0
HGST NETHERLANDS B.V.,http://www.hgst.com/,0,0
HOWARD INDUSTRIES,http://howard-ind.com/,0,0
HTC Corporation,https://www.htc.com/us/,0,0
Hadasit Medical Research Services & Development Company Ltd.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=2336323,0,0
Hamilton Sundstrand Corporation,https://utcaerospacesystems.com/,0,0
Harris Corporation,https://www.harris.com/,0,0
Heat Seal LLC,https://www.heatsealco.com/,0,0
Heidelberger Druckmaschinen AG,https://www.heidelberg.com/,0,0
Helios Focus LLC,http://www.buzzfile.com/business/Helios-Focus-LLC-480-948-3490,0,0
Henkel AG & Co. KGaA,https://www.henkel.com/,0,0
Heraeus Precious Metals North America Conshohocken LLC,https://www.heraeus.com/us/group/home/home.aspx,0,0
Hewlett Packard Enterprise Development LP,https://www.hpe.com/us/en/home.html,0,0
Hewlett-Packard Indigo B.V.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=29849,0,0
Hitachi High-Technologies Corporation,https://www.hitachi-hightech.com/global/,0,0
Hollingsworth & Vose Company,https://www.hollingsworth-vose.com/,0,0
Honeywell International Inc.,https://www.honeywell.com/,0,0
Hosiden Corporation,https://www.hosiden.com/,0,0
Hoya Corporation,http://www.hoya.co.jp/english/,0,0
Humanetics Corporation,https://www.humaneticscorp.com/,0,0
Hunt Energy Enterprises LLC,http://www.huntenergyenterprises.com/,0,0
Hunter Douglas Inc.,https://www.hunterdouglas.com/,0,0
Hynix Semiconductor Inc.,https://www.skhynix.com/eng/index.jsp,0,0
Hysitron Incorporated,https://www.hysitron.com/about-us/leadership-team,0,0
Hyundai Motor Company,https://www.hyundaiusa.com/,0,0
IDEALAB,https://www.idealab.com/,0,0
IDEX Health & Science LLC,https://www.idex-hs.com/,0,0
II-VI Incorporated,https://www.ii-vi.com/,0,0
IMDS Corporation,http://www.imds-ohio.com/,0,0
IMEC,https://www.imec-int.com/en/home,0,0
INENTEC INC.,http://www.inentec.com/,0,0
INFINEUM INTERNATIONAL LIMITED,https://www.infineum.com/,0,0
INTEL IP CORPORATION,https://www.intel.com/content/www/us/en/homepage.html,0,0
INVISTA North America S.a.r.l.,https://www.invista.com/,0,0
Ideal Power Inc.,http://www.idealpower.com/,0,0
Imperial Innovations Limited,https://www.imperialinnovations.co.uk/,0,0
InView Technology Corporation,http://inviewcorp.com/,0,0
Incept LLC,http://inceptllc.com/,0,0
Incyte Holdings Corporation,https://www.incyte.com/,0,0
Industrial Technology Research Institute,https://www.itri.org.tw/eng/,0,0
Infineon Technologies AG,https://www.infineon.com/,0,0
Infineon Technologies Americas Corp.,https://www.infineon.com/,0,0
Infinera Corporation,https://www.infinera.com/,0,0
Innolux Corporation,http://www.innolux.com/Pages/EN/Index_EN.html,0,0
Instron Corporation ,http://www.instron.us/en-us?region=North%20America,0,0
Intel Corporation,https://www.intel.com/content/www/us/en/homepage.html,0,0
Intellectual Keystone Technology LLC,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=245335915,0,0
Intercontinental Great Brands LLC,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=28018052,0,0
International Business Machines Corporation,https://www.ibm.com/us-en/,0,0
International Technology Center,http://itc-inc.org/,0,0
IntriEnergy Inc.,http://www.intrienergy.com/#!,0,0
Invensas Corporation,https://www.invensas.com/,0,0
Iogen Corporation,http://www.iogen.ca/,0,0
Ivoclar Vivadent AG,http://www.ivoclarvivadent.com/,0,0
JAC Products Inc.,https://www.jacproducts.com/,0,0
JFE STEEL CORPORATION,http://www.jfe-steel.co.jp/en/,0,0
JNC Corporation,http://www.jnc-corp.co.jp/english/,0,0
JOLED Inc.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=330249097,0,0
JSI Equipment Solutions LLC,https://www.bizapedia.com/co/jsi-equipment-solutions-llc.html,0,0
JSR Corporation,http://www.jsr.co.jp/jsr_e/,0,0
JX Nippon Mining & Metals Corporation,http://www.nmm.jx-group.co.jp/english/,0,0
Johns Manville,https://www.jm.com/,0,0
Johnson Controls Technology Company,http://www.johnsoncontrols.com/about-us/our-company,0,0
Johnson Matthey PLC,https://matthey.com/,0,0
KINO LLC,"http://www.buzzfile.com/business/Kino,-LLC-520-529-6293",0,0
KJ BIOSCIENCES LLC,http://www.kjbiosciences.com/,0,0
KLA-Tencor Corporation,https://www.kla-tencor.com/,0,0
KT Corporation,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=416000,1,0
KUBIX INC.,https://www.kuebix.com/,0,0
KYOCERA DOCUMENT SOLUTIONS INC.,https://www.kyoceradocumentsolutions.com/,0,0
Kabushiki Kaisha Eighting,https://www.trademarks411.com/marks/75674687-ghoul-panic,0,0
Kabushikikaisha Toshiba,http://www.toshiba.com/tai/,0,0
Kajima Corporation,https://www.kajima.co.jp/english/welcome.html,0,0
Kaneka Corporation,http://www.kaneka.co.jp/en/,0,0
Kansei Corporation ,http://calsonic.com/,0,0
Kao Corporation,https://www.kao.com/global/en/,0,0
Karsten Manufacturing Corporation,https://ping.com/,0,0
Kawasaki Jukogyo Kabushiki Kaisha,http://www.freepatentsonline.com/y2018/0186410.html,0,1
Kemira OY,https://www.kemira.com/,0,0
Kerr Corporation,https://www.kerrdental.com/,0,0
Kia Motors Corporation ,https://www.kia.com/us/en/home,0,0
Kimberly-Clark Worldwide,https://www.kimberly-clark.com/en-us,0,0
Kinetech Power Company LLC,https://kinetechpower.com/,0,0
King Electric Vehicles Inc.,http://king-electric.com/,0,0
Kodak Alaris Inc.,https://www.kodakalaris.com/,0,0
Kraton Polymers U.S. LLC,http://www.kraton.com/,0,0
Kronos International Inc,http://kronostio2.com/,0,0
Kureha Corporation,http://www.kureha.co.jp/en/,0,0
L-3 Communications Cincinnati Electronics Corporation,https://www.cinele.com/,0,0
LATITUDE PHARMACEUTICALS INC.,http://latitudepharma.com/,0,0
LG Electronics Inc.,https://www.lg.com/us,0,0
LGS Innovations LLC,https://www.lgsinnovations.com/,0,0
LORDO AMERICA,https://www.prweb.com/releases/2013/11/prweb11355883.htm,0,0
Lam Research Corporation,https://www.lamresearch.com/,0,0
Lattice Semiconductor Corporation,http://www.latticesemi.com/,0,0
Lextar Electronics Corp.,http://www.lextar.com/?sn=32&lang=en-US,0,0
Life Technologies Corporation,https://www.thermofisher.com/us/en/home.html,0,0
LifeNet Health,https://www.lifenethealth.org/,0,0
Linne Industries LLC,http://linneindustries.com/,0,0
Lintec Corporation,http://www.lintec-global.com/,0,0
Litron Laboratories Limited,https://litronlabs.com/,0,0
Lockheed Martin Corporation,https://www.lockheedmartin.com/en-us/index.html,0,0
Lof Solar Corporation,http://www.lofsolar.com/,0,0
Lovelace Respiratory Research Institute,https://lrri.org/,0,0
Lumentum Operations LLC,https://www.lumentum.com/en,0,0
Luna Innovations Incorporated,http://lunainc.com/,0,0
MAHLE International GmbH,http://www.mahle.com/,0,0
MATERIALS ANALYSIS TECHNOLOGY (US) CORP.,http://www.patentbuddy.com/Company/Profile/MATERIALS-ANALYSIS-TECHNOLOGY-US-CORP/5557343,0,0
MERCK SHARP & DOHME CORP.,http://www.merck.com/index.html,0,0
MILLENIUM SYNTHFUELS CORPORATION,http://milleniumsynthfuels.com/,0,0
Magna International Inc.,https://www.magna.com/,0,0
Mainstream Engineering Corp.,https://www.mainstream-engr.com/,0,0
Marathon Equipment Company,https://www.marathonequipment.com/,0,0
Marine Biotech Inc.,http://marinabio.com/,0,0
Markel Corporation,https://www.markelcorp.com/,0,0
Maxim Integrated Products,https://www.maximintegrated.com/en.html,0,0
Medgenics Medical Israel Ltd.,http://www.medgenics.com/c/company/index.php,0,0
Mediatek Inc.,https://www.mediatek.com/,0,0
Medicis Pharmaceutical Corporation,https://www.drugs.com/manufacturer/medicis-pharmaceutical-corporation-88.html,1,0
Merck Patent GmbH,https://www.merckgroup.com/en,0,0
Met Tech Inc.,http://www.met-techbilliards.com/,0,0
Michelin Recherche et Technique S.A.,http://www.freepatentsonline.com/D483718.html,0,0
Michigan Biotechnology Institute,http://www.mbi.org/,0,0
Microchip Technology Incorporated,http://www.microchip.com/,0,0
Microsemi SoC Corporation,https://www.microsemi.com/,0,0
Milliken & Company,http://www.milliken.com/,0,0
Mintera Corporation,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=606790,0,0
Mitsubishi Electric Corporation,http://www.mitsubishielectric.com/,0,0
Mitsubishi Metal Corporation,https://www.mitsubishicorp.com/jp/en/bg/metals/,0,0
Momentive Performance Materials GmbH,http://www.momentive.com/,0,0
Momentive Performance Materials Inc.,http://www.momentive.com/,0,0
Monarch Power Corp,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=134317474,0,0
Monolithe Semiconductor Inc.,http://www.monolithsemi.com/,0,0
Monsanto Technology LLC,https://monsanto.com/,0,0
Musco Corporation,http://www.musco.com/,0,0
NANOBIO CORPORATION,http://www.bluewillow.com/,0,0
NANOPHARMACEUTICALS LLC,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=256275609,0,0
NEC Corporation,https://www.nec.com/,0,0
NEWFIELD THERAPEUTICS CORPORATION,https://newfieldthera.com/,0,0
NICHIA CORPORATION,http://www.nichia.co.jp/en/about_nichia/index.html,0,0
NOK Corporation,http://www.nok.co.jp/en/,0,0
NOVA Chemicals (International) S.A.,http://www.novachem.com/pages/home.aspx,0,0
NOVA PANGAEA TECHNOLOGIES LIMITED,https://www.novapangaea.com/,0,0
Nalco Company,https://www.ecolab.com/nalco-water,0,0
Nanao Corporation,https://www.eizo.com/home/,0,0
Nano Technics Company Ltd,https://www.bloomberg.com/profiles/companies/NATCZ:KS-nano-technics-co-ltd,0,0
NanoGram Corporation,http://www.nanogram.com/home/,0,0
Nanostatics Corporation,https://www.bioohio.com/item/nanostatics-corporation/,0,0
National Education Corporation,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=290846,0,0
Nederlandse Organisatie voor toegepast-natuurwetenschappelijk onderzoek TNO,https://www.tno.nl/en/,0,0
NeoPhotonics Corporation,https://www.neophotonics.com/,0,0
NeoVision LLC,http://neovisionllc.com/,0,0
Nestec S. A.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=5479792,0,0
Newdoll Enterprises LLC,http://newholdllc.com/,0,0
Newport Corporation,https://www.newport.com/,0,0
Nikon Corporation,http://www.nikon.com/,0,0
Nippon Chemi-Con Corporation,http://www.chemi-con.co.jp/e/index.html,0,0
Nokia Corporation,http://www.nokia.com/,0,0
Nokia Technologies Oy,https://www.nokia.com/fi_fi,0,0
Nordson Corporation,http://www.nordson.com/,0,0
Northrop Grumman Systems Corporation,http://www.northropgrumman.com/,0,0
Novartis AG,https://www.novartis.com/,0,0
Novozymes A/S,https://www.novozymes.com/en,0,0
Novozymes Inc.,https://www.novozymes.com/,0,0
Novus Energy LLC,http://novusenergydev.com/,0,0
Nthdegree Technologies Worldwide Inc.,https://www.ndeg.com/,0,0
Nutech Ventures,http://www.nutechventures.org/,0,0
Nvidia Corporation,https://www.nvidia.com/en-us/,0,0
O.B.I. Inc.,http://www.obiinc.com/,0,0
OLYMPUS CORPORATION,http://olympusamerica.com/,0,0
Oki Data Corporation,http://www.oki.com/us/printing,0,0
Olympus NDT,https://www.olympus-ims.com/en/,0,0
Omron Corporation,https://www.omron.com/,0,0
One Earth Designs Inc.,http://www.oneearthdesigns.org/,0,0
Optodot Corporation,http://optodot.com/,0,0
Oracle International Corporation,http://www.oracle.com/us/corporate/press/1981518,0,0
Ormat Technologies Inc.,https://www.ormat.com/en/home/a/main/,0,0
Osram Sylvania Inc.,http://www.sylvania.com/,0,0
Owens-Brockway Glass Container Inc.,http://www.o-i.com/,0,0
PACCAR Inc,http://www.paccar.com/,0,0
PLEX LLC,https://plex-llc.com/,0,0
POLAR LIGHT TECHNOLOGIES AB,http://www.polar-light-technologies.com/,0,0
PQ CORPORATION,http://www.pqcorp.com/,0,0
Pacific Industrial Development Corporation,https://pidc.com/,0,0
Palo Alto Research Center Incorporated,https://www.parc.com/,0,0
Panasonic Intellectual Property Corporation of America,https://www.corporationwiki.com/New-Jersey/Secaucus/panasonic-intellectual-property-corporation-of-america/47337430.aspx,0,0
Pansonic Corporation,https://www.panasonic.com/global/home.html,0,0
Parker-Hannifin Corporation,http://www.parker.com/,0,0
Pegatron Corporation,http://www.pegatroncorp.com/,0,0
Pelican Imaging Corporation,https://www.businesswire.com/news/home/20161101005720/en/Tessera-Technologies-Acquires-Technology-Assets-Pelican-Imaging,0,0
Pentair Thermal Management LLC,https://www.nventthermal.com/,0,0
PeterBrod Corp.,https://www.bizapedia.com/ca/peterbrod-corp.html,0,0
Pfizer Inc.,https://www.pfizer.com/,0,0
Pharmion Corporation,https://www.fiercebiotech.com/biotech/press-release-celgene-to-buy-pharmion-corporation-for-2-9-billion,0,0
Philip Morris USA Inc.,http://www.altria.com/About-Altria/our-companies/philipmorrisusa/Pages/default.aspx,0,0
Phillips 66 Company,http://www.phillips66.com/,0,0
Pioneer Hi Bred International Inc,http://www.dupont.com/corporate-functions/our-company/businesses/pioneer.html,0,0
Pixar,https://www.pixar.com/,0,0
Polaris Products LLC,http://www.polaris.com/en-us,0,0
PolyOne Corporation,http://www.polyone.com/,0,0
PolyPlus Battery Company,http://polyplus.com/,0,0
Polysar Corporation,http://polymercorporation.com/about-us/,0,0
Proterra Inc.,https://www.proterra.com/,0,0
Pyrexar Medical Inc.,https://www.pyrexar.com/,0,0
QUALCOMM Incorporated,https://www.qualcomm.com/,0,0
Qiagen GmbH,https://www.qiagen.com/us/,0,0
Quallion LLC,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=9477313,0,0
Qualsig Inc.,http://www.qualsig.com/,0,0
Quantum Materials Corporation,http://www.qmcdots.com/,0,0
QuantumScape Corporation,http://www.quantumscape.com/,0,0
Quest Diagnostics Investments Incorporated,http://ir.questdiagnostics.com/,0,0
R.J. Reynolds Tobacco Company,http://www.rjrt.com/,0,0
RINAT NEUROSCIENCE CORP.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=1288518,0,0
ROM Corporation,https://www.romcorp.com/,0,0
Raytheon BBN Technologies Corp.,https://www.raytheon.com/ourcompany/bbn,0,0
Raytheon Company,https://www.raytheon.com/,0,0
Reliance Controls Corporation,http://reliancecontrols.com/,0,0
Renesas Electronics Corporation,https://www.renesas.com/en-us/,0,0
Renewable Opportunities Inc.,http://renewableopportunitiesinc.com/,0,0
RenovaCare Sciences Corp.,https://www.corporationwiki.com/p/2bxxap/renovacare-sciences-corp,0,0
Research Triangle Institute,https://www.rti.org/,0,0
Rhodia Operations,https://www.solvay.com/en/search/products,0,0
Ricoh Company Limited,https://www.ricoh.com/,0,0
Rima Enterprises,http://www.rimaenterprises.in/,0,0
Robert Bosch GmbH,https://www.bosch.com/,0,0
Roche Diagnostics GmbH,https://www.roche.com/about/business/diagnostics/about-diagnostics.htm,0,0
Roche Innovation Center Copenhagen A/S,https://www.roche.com/research_and_development/who_we_are_how_we_work/rnd_locations/research_location.htm?id=c98f27ea-a769-48ee-b7ef-4441cf20e267,0,0
Roche Molecular Systems,https://diagnostics.roche.com/global/en/products/product-category/molecular-diagnostics.html,0,0
Rohm and Haas Chemicals LLC,https://www.dow.com/en-us,0,0
Rohm and Haas Company,https://www.dow.com/en-us,0,0
Rohm and Haas Electronic Materials LLC,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=94852,0,0
Roll-N-Lock Corporation,https://rollnlock.com/,0,0
Rolls-Royce PLC,https://www.rolls-royce.com/,0,0
Rosemount Aerospace Inc. ,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=20966146,0,0
SABIC GLOBAL TECHNOLOGIES B.V.,https://www.sabic.com/,0,0
SAE Magnetics (HK) Ltd.,http://www.sae.com.hk/,0,0
SAINT-GOBAIN ABRASIFS,https://www.saint-gobain-abrasives.com/en-gb,0,0
SEIKO NPC Corporation,http://www.npc.co.jp/en/,0,0
SEaB Energy Holdings Ltd.,https://seabenergy.com/,0,0
SHOW ME ENERGY,http://www.dailystarjournal.com/business/show-me-energy-site-sells-to-kansas-based-pellet-mill/article_a7832576-5265-5f9c-8400-c24331953835.html,0,0
SICPA Holding SA,https://www.sicpa.com/,0,0
SII Semiconductor Corporation,https://www.ablic.com/en/semicon/,0,0
SK Hynix Inc.,https://www.skhynix.com/eng/index.jsp,0,0
SOLENA FUELS CORPORATION,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=222625534,0,0
STMicroelectronics Limited,https://www.st.com/content/st_com/en.html,0,0
STMicroelectronics S.A.,https://www.st.com/content/st_com/en.html,0,0
SUNSALUTER,https://www.sunsaluter.org/,0,0
SYNTHOMER USA LLC,http://www.synthomer.com/,0,0
Sagacious Investment Group L.L.C.,http://www.sagaciousinvestmentservices.com/,0,0
Saint-Gobain Performance Plastics Corporation,https://www.plastics.saint-gobain.com/,0,0
SanDisk 3D LLC,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=31192,0,0
SanDisk Technologies LLC,https://www.sandisk.com/about/contact,0,0
Sandia Corporation,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=7957909,0,0
Sanofi,http://en.sanofi.com/,0,0
Santoku Corporation,http://www.santoku-corp.co.jp/english/company/,0,0
Sanuvox Technologies,https://sanuvox.com/,0,0
Schlumberger Technology Corporation,https://www.slb.com/,0,0
Seagate Technology LLC,https://www.seagate.com/,0,0
Seetron Inc.,https://www.seetron.com/index.html,0,0
Seiko Epson Corporation,https://global.epson.com/,0,0
Seiko Instruments Inc.,https://www.sii.co.jp/en/,0,0
Selas Heat Technology Company LLC,https://www.selas.com/,0,0
Semiconductor Manufacturing International (Shanghai) Corporation,http://www.smics.com/,0,0
Semics Inc.,http://www.semi.org/en/members/semics-inc,0,0
Semileds Optoelectronics Co.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=65264606,0,0
Sensor-Kinesis Corporation,http://sensor-kinesis.com/,0,0
Sharp Kabushiki Kaisha,https://ttabcenter.com/ttabcase/sharp-kabushiki-kaisha-aka-sharp-corporation-v-dell-inc/,0,0
Shell Oil Company,https://www.shell.us/,0,0
Shimadzu Corporation,http://shimadzu.com/,0,0
Sick AG,https://www.sick.com/de/en/,0,0
Siemens Aktiengesellschaft ,https://www.siemens.com/global/en/home.html,0,0
Siemens Corporation,https://www.siemens.com/us/en/home.html,0,0
Sigma-Aldrich Co. LLC,https://www.sigmaaldrich.com/united-states.html,0,0
Silicon Genesis Corporation,http://www.sigen.net/,0,0
Silicon Space Technology Corp.,https://www.voragotech.com/,0,0
Silicor Materials Inc.,https://www.silicormaterials.com/,0,0
Simbol Inc.,https://www.bloomberg.com/profiles/companies/0255630D:US-simbol-inc,0,0
Sion Power Corporation,https://sionpower.com/,0,0
SolAero Technologies Corp.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=279641918,0,0
Sola U.S.A. Inc.,https://businessprofiles.com/details/sola-u-s-a-inc/DE-0833851,0,0
SolaBlock LLC,https://www.solablock.com/,0,0
Solaire Generation LLC,http://www.sunpowercarports.com/,0,0
Solar Junction Corporation,http://www.sj-solar.com/,0,0
Solar-Tectic LLC,http://www.solartecticllc.com/,0,0
SolarCity Corporation,https://www.tesla.com/solarpanels?energy_redirect=true,0,0
SolarLego Inc.,http://www.sollega.com/,0,0
SolarWorld Americas Inc.,http://www.solarworld-usa.com/,0,0
Solaris Holdings Limited,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=58270475,0,0
Soliton Lasers,https://www.soliton-gmbh.de/en/news.html,0,0
Solutia Inc.,https://www.eastman.com/Pages/solutia.aspx,0,0
Sony Corporation,https://www.sony.net/,0,0
Sony Interactive Entertainment America LLC,https://www.playstation.com/en-us/corporate/about/,0,0
Southwest Research Institute,https://www.swri.org/,0,0
St. Microelectronics Inc.,https://www.st.com/content/st_com/en.html,0,0
Starlight Energy Holdings LLC,http://www.starlightenergy.us/,0,0
Starsource Scientific LLC,http://www.starsource.com/about/?41.html,0,0
Stora Enso Oyj,https://www.storaenso.com/,0,0
Sumco Corporation,http://www.sumcosi.com/english/,0,0
Sun Chemical Corporation,http://www.sunchemical.com/,0,0
Sun Drilling Products Corporation,http://www.sundrilling.com/,0,0
Sun Synchrony,http://sunsynchrony.com/,0,0
SunCulture Solar Inc.,http://solpad.com/,0,0
SunEdison Semiconductor Limited,https://www.gw-semi.com/,0,0
SunLink Corporation,https://sunlink.com/,0,0
SunPower Corporation,https://us.sunpower.com/,0,0
Sungevity Inc.,http://www.sungevity.com/,0,0
Sunlight Photonics Inc.,https://www.sunlightphotonics.com/,0,0
Sunrun South LLC,https://www.sunrun.com/,0,0
Supremex Inc.,https://www.supremex.com/,0,0
Surebeam Corporation,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=598530,0,0
Swagelok Company,https://www.swagelok.com/,0,0
Symantec Corporation,https://www.symantec.com/,0,0
Syngenta Participations AG,https://www.syngenta.com/,0,0
Sysmex Corporation,https://www.sysmex.com/,0,0
